%eval_id interface dGrainHBS FaceCovMax SwellLink vResol DatomFissGBx fNucleate aAtomDifFiss FD1 fuel_swelling1 FD2 fuel_swelling2 FD3 fuel_swelling3
0 1852 4.022E-05 0.795 2.298E-02 2.432E-18 3.012E+04 5.483E-10 4.123E-31 .2004480008009508E+22 8.208938026268980 .4008960016019010E+22 19.39605569613153 .6013440024028510E+22 40.50067529957461
0 1853 4.091E-05 0.725 2.269E-02 1.822E-18 3.303E+04 6.363E-10 4.759E-31 .2004480008009508E+22 8.351259896733394 .4008960016019010E+22 20.29428464449621 .6013440024028510E+22 43.11741924544960
0 1854 4.692E-05 0.813 3.069E-02 1.878E-18 2.850E+04 6.846E-10 4.924E-31 .2004480008009508E+22 8.322935493781561 .4008960016019010E+22 20.31001820858731 .6013440024028510E+22 43.40510209503284
0 1855 3.594E-05 0.788 2.567E-02 1.882E-18 2.833E+04 5.835E-10 5.579E-31 .2004480008009508E+22 8.372465807051830 .4008960016019010E+22 18.70609266504257 .6013440024028510E+22 37.34386359142135
0 1856 4.370E-05 0.709 2.699E-02 1.752E-18 3.076E+04 5.315E-10 5.553E-31 .2004480008009508E+22 8.422251478836335 .4008960016019010E+22 20.81105282845224 .6013440024028510E+22 44.77991559119233
0 1857 4.498E-05 0.814 2.352E-02 2.120E-18 2.838E+04 5.937E-10 5.130E-31 .2004480008009508E+22 8.299331422557277 .4008960016019010E+22 20.22024872218397 .6013440024028510E+22 43.26686657254385
0 1858 4.321E-05 0.761 2.538E-02 1.890E-18 3.641E+04 5.875E-10 4.838E-31 .2004480008009508E+22 8.360342974780933 .4008960016019010E+22 20.33198304226694 .6013440024028510E+22 43.29556153810128
0 1859 3.734E-05 0.854 2.146E-02 2.116E-18 2.943E+04 6.173E-10 5.606E-31 .2004480008009508E+22 8.321497022097729 .4008960016019010E+22 18.55420044631422 .6013440024028510E+22 37.15374706738815
0 1860 4.066E-05 0.760 2.611E-02 1.796E-18 2.104E+04 5.937E-10 4.932E-31 .2004480008009508E+22 8.322683691266679 .4008960016019010E+22 19.78239910703438 .6013440024028510E+22 41.43210536424138
0 1861 4.004E-05 0.761 2.337E-02 2.092E-18 2.674E+04 6.184E-10 4.574E-31 .2004480008009508E+22 8.265186127367985 .4008960016019010E+22 19.68713402285892 .6013440024028510E+22 41.30821111470274
0 1862 3.970E-05 0.642 2.343E-02 1.971E-18 3.426E+04 5.583E-10 4.680E-31 .2004480008009508E+22 8.333738306512895 .4008960016019010E+22 20.67689604323574 .6013440024028510E+22 44.45032349754501
0 1863 3.685E-05 0.852 2.742E-02 2.239E-18 2.705E+04 5.281E-10 4.441E-31 .2004480008009508E+22 8.250329980013644 .4008960016019010E+22 18.18583958138129 .6013440024028510E+22 36.03315726642771
0 1864 3.516E-05 0.785 2.768E-02 2.046E-18 3.537E+04 6.616E-10 6.197E-31 .2004480008009508E+22 8.375458678009666 .4008960016019010E+22 18.52223059899621 .6013440024028510E+22 36.64194541453451
0 1865 3.405E-05 0.693 2.296E-02 2.035E-18 2.750E+04 5.511E-10 4.432E-31 .2004480008009508E+22 8.285277619939585 .4008960016019010E+22 19.03403782025155 .6013440024028510E+22 38.68016083284483
0 1866 4.127E-05 0.701 2.696E-02 1.915E-18 3.195E+04 6.385E-10 4.772E-31 .2004480008009508E+22 8.327927424717025 .4008960016019010E+22 20.34479038927328 .6013440024028510E+22 43.33803015058538
0 1867 4.105E-05 0.713 2.623E-02 1.951E-18 2.801E+04 5.784E-10 5.072E-31 .2004480008009508E+22 8.332264419209375 .4008960016019010E+22 20.23337786213046 .6013440024028510E+22 42.97043445792967
0 1868 3.530E-05 0.767 2.937E-02 1.953E-18 3.181E+04 6.557E-10 4.447E-31 .2004480008009508E+22 8.299077505110002 .4008960016019010E+22 18.55979579094871 .6013440024028510E+22 36.96642657392658
0 1869 3.463E-05 0.803 2.613E-02 2.261E-18 3.100E+04 6.323E-10 5.178E-31 .2004480008009508E+22 8.277929732529428 .4008960016019010E+22 18.17691380821477 .6013440024028510E+22 35.81560206421960
0 1870 3.335E-05 0.800 2.439E-02 1.898E-18 2.635E+04 5.976E-10 4.355E-31 .2004480008009508E+22 8.294591289356926 .4008960016019010E+22 18.01282223828695 .6013440024028510E+22 35.06965020393065
0 1871 4.003E-05 0.633 2.963E-02 1.768E-18 3.585E+04 5.558E-10 4.602E-31 .2004480008009508E+22 8.377816105211748 .4008960016019010E+22 20.62164909236514 .6013440024028510E+22 43.98858498506704
0 1872 3.645E-05 0.740 2.839E-02 2.143E-18 3.305E+04 6.294E-10 5.203E-31 .2004480008009508E+22 8.309002549440624 .4008960016019010E+22 19.02907773381549 .6013440024028510E+22 38.65690961881772
0 1873 3.634E-05 0.717 2.384E-02 1.900E-18 3.254E+04 4.978E-10 5.085E-31 .2004480008009508E+22 8.377402296583133 .4008960016019010E+22 19.40085325581471 .6013440024028510E+22 39.75529041695120
0 1874 4.655E-05 0.745 2.397E-02 2.196E-18 2.881E+04 5.822E-10 4.722E-31 .2004480008009508E+22 8.268882943341394 .4008960016019010E+22 20.94728142638426 .6013440024028510E+22 45.95797981080318
0 1875 4.162E-05 0.811 2.513E-02 1.851E-18 2.505E+04 5.045E-10 5.565E-31 .2004480008009508E+22 8.381493884003691 .4008960016019010E+22 19.66325291574638 .6013440024028510E+22 40.91029114669283
0 1876 3.226E-05 0.850 2.287E-02 1.948E-18 2.686E+04 5.123E-10 4.920E-31 .2004480008009508E+22 8.333954578828118 .4008960016019010E+22 17.50695273527129 .6013440024028510E+22 33.05357178664291
0 1877 3.839E-05 0.807 2.829E-02 2.415E-18 3.452E+04 6.462E-10 5.254E-31 .2004480008009508E+22 8.264466463829260 .4008960016019010E+22 18.84586499177860 .6013440024028510E+22 38.28815259052117
0 1878 3.995E-05 0.730 2.366E-02 2.071E-18 2.650E+04 5.302E-10 5.012E-31 .2004480008009508E+22 8.308326055779405 .4008960016019010E+22 19.94488804579187 .6013440024028510E+22 42.06821481995414
0 1879 3.894E-05 0.785 2.241E-02 1.816E-18 2.593E+04 5.064E-10 4.881E-31 .2004480008009508E+22 8.357758686332959 .4008960016019010E+22 19.41714138038117 .6013440024028510E+22 40.02395550579242
0 1880 4.042E-05 0.843 2.823E-02 2.003E-18 2.457E+04 5.181E-10 4.521E-31 .2004480008009508E+22 8.290546727236711 .4008960016019010E+22 18.98652157368875 .6013440024028510E+22 38.77927912219749
0 1881 4.035E-05 0.734 2.629E-02 2.249E-18 2.632E+04 6.319E-10 4.773E-31 .2004480008009508E+22 8.241696789884195 .4008960016019010E+22 19.81367367427670 .6013440024028510E+22 41.80361593166663
0 1882 4.171E-05 0.733 2.184E-02 1.698E-18 3.037E+04 6.652E-10 3.992E-31 .2004480008009508E+22 8.318849666160871 .4008960016019010E+22 20.38741232084010 .6013440024028510E+22 43.56466098706252
0 1883 4.235E-05 0.735 2.500E-02 1.823E-18 2.602E+04 5.860E-10 5.510E-31 .2004480008009508E+22 8.372238261885824 .4008960016019010E+22 20.39407380598946 .6013440024028510E+22 43.46537639599932
0 1884 3.581E-05 0.799 2.600E-02 2.434E-18 2.479E+04 6.157E-10 5.664E-31 .2004480008009508E+22 8.246924103291258 .4008960016019010E+22 18.41220224545205 .6013440024028510E+22 36.80180219257485
0 1885 4.130E-05 0.727 2.271E-02 1.983E-18 2.678E+04 4.911E-10 4.707E-31 .2004480008009508E+22 8.319957552844729 .4008960016019010E+22 20.27913014579660 .6013440024028510E+22 43.24916734912687
0 1886 3.913E-05 0.768 2.552E-02 1.788E-18 3.205E+04 6.275E-10 5.343E-31 .2004480008009508E+22 8.388078855170921 .4008960016019010E+22 19.54327903706778 .6013440024028510E+22 40.30390843888569
0 1887 3.791E-05 0.695 2.219E-02 2.067E-18 2.835E+04 6.078E-10 5.170E-31 .2004480008009508E+22 8.308792571689034 .4008960016019010E+22 19.88708814233203 .6013440024028510E+22 41.77442928547605
0 1888 3.900E-05 0.773 2.274E-02 2.025E-18 2.649E+04 6.029E-10 4.737E-31 .2004480008009508E+22 8.288973991256197 .4008960016019010E+22 19.44021474247048 .6013440024028510E+22 40.34585892172070
0 1889 3.122E-05 0.779 2.522E-02 1.930E-18 3.137E+04 7.391E-10 5.157E-31 .2004480008009508E+22 8.325808456252656 .4008960016019010E+22 17.76088582036493 .6013440024028510E+22 33.91428028197802
0 1890 3.789E-05 0.763 2.640E-02 2.021E-18 2.527E+04 6.053E-10 4.284E-31 .2004480008009508E+22 8.258870578522464 .4008960016019010E+22 19.14026548850925 .6013440024028510E+22 39.29077971681715
0 1891 4.874E-05 0.873 2.585E-02 1.977E-18 3.027E+04 6.121E-10 4.279E-31 .2004480008009508E+22 8.287058245679496 .4008960016019010E+22 20.33149230063670 .6013440024028510E+22 43.74319403884067
0 1892 4.475E-05 0.678 2.568E-02 1.785E-18 2.737E+04 6.330E-10 4.913E-31 .2004480008009508E+22 8.347457277738391 .4008960016019010E+22 21.19420855842619 .6013440024028510E+22 46.40701002019144
0 1893 3.760E-05 0.726 2.419E-02 1.757E-18 2.495E+04 6.959E-10 5.129E-31 .2004480008009508E+22 8.343129459463228 .4008960016019010E+22 19.55938618539025 .6013440024028510E+22 40.44480781476330
0 1894 4.112E-05 0.828 2.735E-02 1.703E-18 3.614E+04 6.528E-10 4.578E-31 .2004480008009508E+22 8.374611317444810 .4008960016019010E+22 19.41082902780170 .6013440024028510E+22 39.91254454796439
0 1895 3.794E-05 0.764 2.402E-02 2.359E-18 2.856E+04 5.954E-10 4.762E-31 .2004480008009508E+22 8.238615686187680 .4008960016019010E+22 19.18917075297891 .6013440024028510E+22 39.59164696796791
0 1896 4.008E-05 0.817 1.882E-02 2.032E-18 3.430E+04 5.807E-10 5.861E-31 .2004480008009508E+22 8.375552741389573 .4008960016019010E+22 19.54249034725377 .6013440024028510E+22 40.53983357844734
0 1897 3.570E-05 0.770 2.609E-02 2.232E-18 2.711E+04 6.066E-10 4.751E-31 .2004480008009508E+22 8.252037872971115 .4008960016019010E+22 18.63485645137893 .6013440024028510E+22 37.49841257800069
0 1898 3.930E-05 0.716 2.348E-02 1.838E-18 2.616E+04 5.829E-10 4.479E-31 .2004480008009508E+22 8.315972393711908 .4008960016019010E+22 19.96549556440277 .6013440024028510E+22 42.03238499480398
0 1899 4.288E-05 0.750 2.809E-02 2.375E-18 3.562E+04 6.206E-10 4.822E-31 .2004480008009508E+22 8.259088692334281 .4008960016019010E+22 20.11632068883926 .6013440024028510E+22 42.86007064383913
0 1900 4.340E-05 0.732 2.480E-02 1.912E-18 3.043E+04 6.698E-10 5.363E-31 .2004480008009508E+22 8.347755799572379 .4008960016019010E+22 20.59060715466164 .6013440024028510E+22 44.27310000882036
0 1901 4.246E-05 0.605 2.310E-02 1.934E-18 2.672E+04 7.057E-10 4.863E-31 .2004480008009508E+22 8.296889572191942 .4008960016019010E+22 21.42998466184552 .6013440024028510E+22 47.37248084984230
0 1902 4.337E-05 0.757 2.924E-02 2.122E-18 2.549E+04 5.430E-10 4.221E-31 .2004480008009508E+22 8.249566480896913 .4008960016019010E+22 20.08373710733241 .6013440024028510E+22 42.78395574262179
0 1903 3.695E-05 0.768 2.570E-02 2.213E-18 2.785E+04 6.700E-10 4.471E-31 .2004480008009508E+22 8.232275640267209 .4008960016019010E+22 18.90767142478305 .6013440024028510E+22 38.54537867923167
0 1904 4.071E-05 0.826 2.548E-02 1.758E-18 2.993E+04 6.951E-10 4.814E-31 .2004480008009508E+22 8.347594848373355 .4008960016019010E+22 19.37463742340764 .6013440024028510E+22 39.90587701318172
0 1905 3.221E-05 0.813 2.625E-02 2.223E-18 3.146E+04 5.962E-10 5.475E-31 .2004480008009508E+22 8.306531922342861 .4008960016019010E+22 17.64654530981684 .6013440024028510E+22 33.66394004513568
0 1906 3.683E-05 0.690 2.221E-02 1.871E-18 2.782E+04 5.268E-10 4.273E-31 .2004480008009508E+22 8.315120023373975 .4008960016019010E+22 19.72255028869950 .6013440024028510E+22 41.08430260227522
0 1907 4.173E-05 0.733 2.065E-02 1.890E-18 2.701E+04 5.197E-10 4.932E-31 .2004480008009508E+22 8.346030781484256 .4008960016019010E+22 20.42875167736575 .6013440024028510E+22 43.72012804883161
0 1908 4.057E-05 0.788 2.432E-02 2.053E-18 3.230E+04 5.318E-10 3.511E-31 .2004480008009508E+22 8.247554668057255 .4008960016019010E+22 19.53579782915581 .6013440024028510E+22 40.80891296975587
0 1909 3.817E-05 0.725 2.739E-02 2.038E-18 3.048E+04 6.130E-10 4.789E-31 .2004480008009508E+22 8.303057510327912 .4008960016019010E+22 19.51109995594065 .6013440024028510E+22 40.41712357965368
0 1910 3.971E-05 0.779 2.454E-02 2.273E-18 3.520E+04 6.067E-10 5.033E-31 .2004480008009508E+22 8.287822146313420 .4008960016019010E+22 19.47137137221861 .6013440024028510E+22 40.46657469490935
0 1911 4.051E-05 0.779 2.059E-02 2.098E-18 2.207E+04 5.598E-10 5.076E-31 .2004480008009508E+22 8.278481779944393 .4008960016019010E+22 19.72979329314704 .6013440024028510E+22 41.51741928848565
0 1912 4.439E-05 0.642 2.666E-02 2.237E-18 3.107E+04 5.264E-10 5.323E-31 .2004480008009508E+22 8.309719247766145 .4008960016019010E+22 21.31531531747304 .6013440024028510E+22 47.00711939005903
0 1913 3.786E-05 0.822 2.472E-02 2.103E-18 2.412E+04 6.524E-10 5.420E-31 .2004480008009508E+22 8.285852990834485 .4008960016019010E+22 18.75989527771211 .6013440024028510E+22 37.96285281014124
0 1914 5.120E-05 0.887 2.406E-02 1.975E-18 3.089E+04 7.320E-10 4.510E-31 .2004480008009508E+22 8.282354012714668 .4008960016019010E+22 20.69722559526467 .6013440024028510E+22 45.13699392910506
0 1915 3.585E-05 0.697 2.966E-02 1.763E-18 3.154E+04 5.652E-10 5.227E-31 .2004480008009508E+22 8.398010020969627 .4008960016019010E+22 19.31127480450508 .6013440024028510E+22 39.23968436768395
0 1916 3.718E-05 0.826 2.747E-02 1.935E-18 2.855E+04 4.590E-10 6.650E-31 .2004480008009508E+22 8.438848127822228 .4008960016019010E+22 18.65123743023109 .6013440024028510E+22 37.06194716491505
0 1917 3.615E-05 0.722 2.763E-02 1.783E-18 3.034E+04 5.875E-10 5.235E-31 .2004480008009508E+22 8.384931754490218 .4008960016019010E+22 19.22928096082936 .6013440024028510E+22 39.05116855087550
0 1918 3.422E-05 0.714 2.424E-02 1.759E-18 3.250E+04 6.568E-10 5.014E-31 .2004480008009508E+22 8.373941249435054 .4008960016019010E+22 18.99077781612258 .6013440024028510E+22 38.18285579623729
0 1919 3.857E-05 0.763 2.499E-02 1.882E-18 2.976E+04 5.619E-10 4.560E-31 .2004480008009508E+22 8.329603972331542 .4008960016019010E+22 19.41600656075731 .6013440024028510E+22 40.04104257637413
0 1920 4.666E-05 0.716 2.603E-02 2.154E-18 3.102E+04 5.529E-10 4.748E-31 .2004480008009508E+22 8.292058445606532 .4008960016019010E+22 21.12876252646699 .6013440024028510E+22 46.48626440556605
0 1921 3.477E-05 0.795 2.276E-02 1.936E-18 2.733E+04 5.331E-10 4.953E-31 .2004480008009508E+22 8.335837126902451 .4008960016019010E+22 18.40663090382331 .6013440024028510E+22 36.49234971389227
0 1922 3.047E-05 0.830 2.373E-02 2.058E-18 2.837E+04 6.401E-10 4.507E-31 .2004480008009508E+22 8.271053917936271 .4008960016019010E+22 17.19388786605782 .6013440024028510E+22 32.04511989467878
0 1923 4.241E-05 0.738 2.352E-02 2.237E-18 2.629E+04 5.484E-10 5.189E-31 .2004480008009508E+22 8.280269655732802 .4008960016019010E+22 20.30861806935082 .6013440024028510E+22 43.55335228895320
0 1924 3.544E-05 0.858 2.448E-02 1.999E-18 3.175E+04 6.366E-10 4.667E-31 .2004480008009508E+22 8.304902968334956 .4008960016019010E+22 18.04606983653048 .6013440024028510E+22 35.27001846413064
0 1925 4.082E-05 0.744 2.448E-02 2.166E-18 3.114E+04 6.004E-10 5.781E-31 .2004480008009508E+22 8.329112833106349 .4008960016019010E+22 19.99752558069159 .6013440024028510E+22 42.21566366647550
0 1926 3.409E-05 0.674 2.401E-02 1.970E-18 2.800E+04 6.470E-10 4.502E-31 .2004480008009508E+22 8.285816104724821 .4008960016019010E+22 19.17737366773018 .6013440024028510E+22 39.13806452080269
0 1927 4.096E-05 0.654 2.547E-02 1.802E-18 2.980E+04 6.323E-10 5.419E-31 .2004480008009508E+22 8.379454573208662 .4008960016019010E+22 20.77954595128178 .6013440024028510E+22 44.67112701070997
0 1928 4.050E-05 0.730 2.175E-02 2.147E-18 3.045E+04 5.365E-10 4.502E-31 .2004480008009508E+22 8.281829484940387 .4008960016019010E+22 20.09964688755801 .6013440024028510E+22 42.72887628584586
0 1929 3.937E-05 0.706 2.836E-02 2.177E-18 2.862E+04 5.073E-10 5.610E-31 .2004480008009508E+22 8.329046014245604 .4008960016019010E+22 19.87363667411057 .6013440024028510E+22 41.66982404748731
0 1930 4.189E-05 0.687 2.208E-02 2.107E-18 3.284E+04 5.864E-10 5.110E-31 .2004480008009508E+22 8.318940832193906 .4008960016019010E+22 20.74283543976555 .6013440024028510E+22 44.90167991246484
0 1931 3.480E-05 0.822 2.811E-02 2.132E-18 3.095E+04 6.564E-10 4.983E-31 .2004480008009508E+22 8.288195262791115 .4008960016019010E+22 18.05482421784874 .6013440024028510E+22 35.30641797586133
0 1932 4.272E-05 0.776 2.290E-02 1.942E-18 2.406E+04 5.930E-10 4.937E-31 .2004480008009508E+22 8.307081700696440 .4008960016019010E+22 20.13598605114990 .6013440024028510E+22 42.85912121078997
0 1933 3.959E-05 0.894 2.954E-02 2.113E-18 2.952E+04 6.041E-10 6.136E-31 .2004480008009508E+22 8.347934701336463 .4008960016019010E+22 18.50491457388806 .6013440024028510E+22 36.89881226770900
0 1934 4.075E-05 0.787 2.730E-02 1.965E-18 2.992E+04 5.518E-10 4.901E-31 .2004480008009508E+22 8.333229099528872 .4008960016019010E+22 19.56764465797485 .6013440024028510E+22 40.64325662487335
0 1935 4.662E-05 0.768 2.291E-02 2.133E-18 3.551E+04 5.902E-10 4.552E-31 .2004480008009508E+22 8.293566614630961 .4008960016019010E+22 20.87663072249741 .6013440024028510E+22 45.61812192474737
0 1936 3.130E-05 0.733 2.258E-02 2.037E-18 2.990E+04 5.598E-10 5.043E-31 .2004480008009508E+22 8.324161497432952 .4008960016019010E+22 18.12819226568282 .6013440024028510E+22 35.30922422359478
0 1937 4.074E-05 0.648 2.333E-02 1.661E-18 3.151E+04 6.340E-10 5.969E-31 .2004480008009508E+22 8.448374771074990 .4008960016019010E+22 20.96825802270523 .6013440024028510E+22 45.11523471455238
0 1938 3.648E-05 0.749 2.670E-02 1.848E-18 3.123E+04 6.197E-10 4.796E-31 .2004480008009508E+22 8.344425765285537 .4008960016019010E+22 19.06962907283852 .6013440024028510E+22 38.65836956108154
0 1939 3.912E-05 0.851 2.297E-02 2.036E-18 2.959E+04 5.424E-10 4.510E-31 .2004480008009508E+22 8.299028864874540 .4008960016019010E+22 18.86433051057378 .6013440024028510E+22 38.33304982009750
0 1940 4.956E-05 0.886 2.442E-02 2.454E-18 2.737E+04 6.903E-10 4.844E-31 .2004480008009508E+22 8.205199307955118 .4008960016019010E+22 20.31359537651332 .6013440024028510E+22 44.04133613950500
0 1941 3.800E-05 0.748 2.548E-02 2.185E-18 2.909E+04 5.702E-10 5.312E-31 .2004480008009508E+22 8.302513689039774 .4008960016019010E+22 19.34559580832026 .6013440024028510E+22 39.91051526622918
0 1942 4.882E-05 0.645 2.219E-02 1.726E-18 2.936E+04 7.174E-10 4.378E-31 .2004480008009508E+22 8.324417267050666 .4008960016019010E+22 22.21602616160580 .6013440024028510E+22 50.33479808805672
0 1943 4.377E-05 0.717 2.637E-02 1.886E-18 2.952E+04 5.949E-10 5.480E-31 .2004480008009508E+22 8.369399576090659 .4008960016019010E+22 20.72340434082375 .6013440024028510E+22 44.65809629878710
0 1944 3.999E-05 0.695 2.214E-02 1.642E-18 2.632E+04 4.838E-10 4.524E-31 .2004480008009508E+22 8.383577603986335 .4008960016019010E+22 20.40659874705254 .6013440024028510E+22 43.36445214298194
0 1945 3.762E-05 0.741 2.516E-02 1.942E-18 3.606E+04 5.453E-10 4.638E-31 .2004480008009508E+22 8.345342064945410 .4008960016019010E+22 19.41384766604676 .6013440024028510E+22 39.92520869639831
0 1946 4.437E-05 0.727 2.399E-02 2.332E-18 3.339E+04 5.996E-10 5.978E-31 .2004480008009508E+22 8.314024656684790 .4008960016019010E+22 20.77090145472640 .6013440024028510E+22 45.12811084271794
0 1947 3.881E-05 0.824 2.385E-02 2.145E-18 2.939E+04 4.218E-10 4.565E-31 .2004480008009508E+22 8.307534513561851 .4008960016019010E+22 18.95739969842128 .6013440024028510E+22 38.62886488906295
0 1948 4.101E-05 0.763 2.312E-02 2.024E-18 3.003E+04 6.147E-10 4.539E-31 .2004480008009508E+22 8.290685994672737 .4008960016019010E+22 19.90276522533751 .6013440024028510E+22 42.00229807890396
0 1949 4.864E-05 0.687 2.461E-02 2.207E-18 2.856E+04 6.600E-10 4.494E-31 .2004480008009508E+22 8.239423488519908 .4008960016019010E+22 21.63111100382395 .6013440024028510E+22 48.54013733390973
0 1950 4.167E-05 0.658 2.836E-02 1.871E-18 3.302E+04 6.036E-10 5.240E-31 .2004480008009508E+22 8.371840643380771 .4008960016019010E+22 20.74547946554003 .6013440024028510E+22 44.57219345903652
0 1951 3.371E-05 0.676 2.091E-02 1.781E-18 3.208E+04 4.972E-10 4.849E-31 .2004480008009508E+22 8.389368713912990 .4008960016019010E+22 19.28587430313794 .6013440024028510E+22 39.18258229118062
0 1952 4.440E-05 0.762 2.737E-02 2.006E-18 3.134E+04 5.445E-10 5.047E-31 .2004480008009508E+22 8.338918948771539 .4008960016019010E+22 20.41541567334030 .6013440024028510E+22 43.70717726286701
0 1953 4.179E-05 0.747 2.155E-02 2.005E-18 3.099E+04 5.273E-10 5.424E-31 .2004480008009508E+22 8.360227825627840 .4008960016019010E+22 20.30999583321264 .6013440024028510E+22 43.26708103476054
0 1954 4.169E-05 0.753 2.425E-02 2.084E-18 2.509E+04 6.190E-10 5.600E-31 .2004480008009508E+22 8.308549572265330 .4008960016019010E+22 20.07351137632163 .6013440024028510E+22 42.59422586724599
0 1955 4.117E-05 0.804 2.617E-02 1.774E-18 2.889E+04 6.593E-10 5.124E-31 .2004480008009508E+22 8.362567956195040 .4008960016019010E+22 19.61375560292014 .6013440024028510E+22 40.70302474096741
0 1956 4.021E-05 0.652 2.631E-02 1.724E-18 3.298E+04 6.381E-10 4.999E-31 .2004480008009508E+22 8.386244820852792 .4008960016019010E+22 20.64764102114727 .6013440024028510E+22 44.11132167224081
0 1957 4.144E-05 0.860 2.175E-02 2.100E-18 2.699E+04 6.492E-10 6.022E-31 .2004480008009508E+22 8.326600680187843 .4008960016019010E+22 19.32775892297038 .6013440024028510E+22 39.99570553924647
0 1958 3.986E-05 0.754 2.369E-02 2.065E-18 2.587E+04 6.248E-10 4.947E-31 .2004480008009508E+22 8.284546686539684 .4008960016019010E+22 19.71800403251991 .6013440024028510E+22 41.34944371475697
0 1959 3.855E-05 0.668 2.487E-02 1.777E-18 3.034E+04 5.109E-10 5.233E-31 .2004480008009508E+22 8.402356176337301 .4008960016019010E+22 20.25624707946963 .6013440024028510E+22 42.69478522010662
0 1960 4.346E-05 0.689 1.961E-02 1.907E-18 3.262E+04 5.319E-10 4.415E-31 .2004480008009508E+22 8.331906031733835 .4008960016019010E+22 21.14190391562416 .6013440024028510E+22 46.32935222362047
0 1961 4.281E-05 0.866 2.181E-02 2.166E-18 3.353E+04 5.726E-10 5.986E-31 .2004480008009508E+22 8.351931448942979 .4008960016019010E+22 19.56579522830246 .6013440024028510E+22 40.78503516164823
0 1962 3.191E-05 0.765 2.084E-02 2.272E-18 2.432E+04 5.761E-10 5.926E-31 .2004480008009508E+22 8.291014650811642 .4008960016019010E+22 18.00072091830587 .6013440024028510E+22 35.08786784570006
0 1963 3.134E-05 0.710 2.582E-02 1.708E-18 3.069E+04 7.003E-10 5.200E-31 .2004480008009508E+22 8.381894522389331 .4008960016019010E+22 18.34497340173329 .6013440024028510E+22 35.77958548150075
0 1964 3.761E-05 0.706 2.062E-02 1.935E-18 2.823E+04 5.639E-10 3.948E-31 .2004480008009508E+22 8.277083185269175 .4008960016019010E+22 19.76063135244645 .6013440024028510E+22 41.40490629421951
0 1965 2.774E-05 0.695 2.154E-02 1.985E-18 3.436E+04 6.344E-10 5.617E-31 .2004480008009508E+22 8.364266943508794 .4008960016019010E+22 17.71224718600725 .6013440024028510E+22 33.41532834953258
0 1966 4.538E-05 0.826 2.573E-02 2.280E-18 2.498E+04 5.903E-10 5.639E-31 .2004480008009508E+22 8.278068506781395 .4008960016019010E+22 20.07768050757120 .6013440024028510E+22 42.85584706515996
0 1967 3.641E-05 0.669 2.209E-02 1.606E-18 3.873E+04 5.890E-10 4.947E-31 .2004480008009508E+22 8.439779292784054 .4008960016019010E+22 19.98217149122807 .6013440024028510E+22 41.49914591552952
0 1968 3.753E-05 0.889 2.317E-02 1.717E-18 2.800E+04 6.265E-10 4.608E-31 .2004480008009508E+22 8.349521389954164 .4008960016019010E+22 18.34109558171538 .6013440024028510E+22 36.25424493545106
0 1969 4.489E-05 0.810 2.661E-02 2.235E-18 3.162E+04 5.780E-10 4.109E-31 .2004480008009508E+22 8.240235535340144 .4008960016019010E+22 20.05610734476969 .6013440024028510E+22 42.80000714926453
0 1970 4.353E-05 0.882 2.185E-02 1.710E-18 3.083E+04 6.333E-10 5.594E-31 .2004480008009508E+22 8.414022459246107 .4008960016019010E+22 19.67593747680362 .6013440024028510E+22 40.93740967948879
0 1971 3.095E-05 0.751 2.339E-02 1.735E-18 3.822E+04 5.311E-10 5.245E-31 .2004480008009508E+22 8.435436116627731 .4008960016019010E+22 18.03712834031797 .6013440024028510E+22 34.53222749325946
0 1972 3.796E-05 0.773 2.892E-02 2.288E-18 3.178E+04 6.250E-10 5.080E-31 .2004480008009508E+22 8.272789809984440 .4008960016019010E+22 19.00876590272764 .6013440024028510E+22 38.78694275226985
0 1973 4.126E-05 0.759 2.739E-02 1.900E-18 2.551E+04 6.057E-10 4.238E-31 .2004480008009508E+22 8.282189845713381 .4008960016019010E+22 19.81641394165603 .6013440024028510E+22 41.66687058494258
0 1974 4.072E-05 0.744 2.751E-02 2.165E-18 3.171E+04 5.512E-10 4.255E-31 .2004480008009508E+22 8.266690768442913 .4008960016019010E+22 19.80263866498400 .6013440024028510E+22 41.65865368337009
0 1975 4.576E-05 0.891 2.120E-02 2.009E-18 3.272E+04 5.129E-10 5.112E-31 .2004480008009508E+22 8.353088797562441 .4008960016019010E+22 19.94496863189711 .6013440024028510E+22 42.19185151103332
0 1976 4.371E-05 0.763 2.737E-02 1.944E-18 3.278E+04 7.226E-10 4.276E-31 .2004480008009508E+22 8.283771085216104 .4008960016019010E+22 20.23327293659910 .6013440024028510E+22 43.17507332700416
0 1977 4.030E-05 0.776 2.658E-02 1.882E-18 2.625E+04 5.978E-10 5.144E-31 .2004480008009508E+22 8.339430667635151 .4008960016019010E+22 19.60137711806378 .6013440024028510E+22 40.72898662218840
0 1978 4.300E-05 0.761 2.681E-02 1.988E-18 3.426E+04 5.325E-10 4.112E-31 .2004480008009508E+22 8.303060000134733 .4008960016019010E+22 20.16890112337607 .6013440024028510E+22 42.88816767401840
0 1979 4.440E-05 0.651 2.958E-02 1.941E-18 3.340E+04 5.503E-10 5.512E-31 .2004480008009508E+22 8.381842843143774 .4008960016019010E+22 21.21443903828160 .6013440024028510E+22 46.30848839062213
