dGrainHBS,FaceCovMax,SwellLink,vResol,DatomFissGBx,fNucleate,aAtomDifFiss,FD,fuel_swelling,fuel_gas_swelling
3.34e-05,0.56574,0.018004,2.15e-19,213800.0,2.29e-08,4.65e-31,8.0015e+21,92.621,60.615
4e-05,0.84884,0.053022,5.73e-18,242870.0,9.38e-11,3.95e-31,1.007e+21,4.1044,0.076411
4e-05,0.84884,0.053022,5.73e-18,242870.0,9.38e-11,3.95e-31,2.0004e+21,8.1189,0.11744
4e-05,0.84884,0.053022,5.73e-18,242870.0,9.38e-11,3.95e-31,3.0074e+21,12.153,0.12321
4e-05,0.84884,0.053022,5.73e-18,242870.0,9.38e-11,3.95e-31,4.0008e+21,16.327,0.32425
4e-05,0.84884,0.053022,5.73e-18,242870.0,9.38e-11,3.95e-31,5.0077e+21,21.854,1.8233
4e-05,0.84884,0.053022,5.73e-18,242870.0,9.38e-11,3.95e-31,6.0011e+21,28.765,4.7603
4e-05,0.84884,0.053022,5.73e-18,242870.0,9.38e-11,3.95e-31,7.0081e+21,36.974,8.9412
4e-05,0.84884,0.053022,5.73e-18,242870.0,9.38e-11,3.95e-31,8.0015e+21,44.985,12.979
3.49e-05,0.53392,0.03197,1.96e-17,21569.0,1.08e-09,4.05e-30,1.007e+21,4.028,9.491e-06
3.49e-05,0.53392,0.03197,1.96e-17,21569.0,1.08e-09,4.05e-30,2.0004e+21,8.0015,2.2301e-05
3.49e-05,0.53392,0.03197,1.96e-17,21569.0,1.08e-09,4.05e-30,3.0074e+21,12.24,0.21039
3.49e-05,0.53392,0.03197,1.96e-17,21569.0,1.08e-09,4.05e-30,4.0008e+21,17.863,1.8597
3.49e-05,0.53392,0.03197,1.96e-17,21569.0,1.08e-09,4.05e-30,5.0077e+21,25.814,5.7834
3.49e-05,0.53392,0.03197,1.96e-17,21569.0,1.08e-09,4.05e-30,6.0011e+21,35.35,11.346
3.49e-05,0.53392,0.03197,1.96e-17,21569.0,1.08e-09,4.05e-30,7.0081e+21,46.404,18.372
3.49e-05,0.53392,0.03197,1.96e-17,21569.0,1.08e-09,4.05e-30,8.0015e+21,56.745,24.739
4.95e-05,0.74541,0.030535,2.33e-18,112550.0,2.26e-08,3.33e-31,1.007e+21,4.0281,9.1046e-05
4.95e-05,0.74541,0.030535,2.33e-18,112550.0,2.26e-08,3.33e-31,2.0004e+21,8.0016,9.1046e-05
4.95e-05,0.74541,0.030535,2.33e-18,112550.0,2.26e-08,3.33e-31,3.0074e+21,12.481,0.45171
4.95e-05,0.74541,0.030535,2.33e-18,112550.0,2.26e-08,3.33e-31,4.0008e+21,19.119,3.1165
4.95e-05,0.74541,0.030535,2.33e-18,112550.0,2.26e-08,3.33e-31,5.0077e+21,28.899,8.8676
4.95e-05,0.74541,0.030535,2.33e-18,112550.0,2.26e-08,3.33e-31,6.0011e+21,40.66,16.656
4.95e-05,0.74541,0.030535,2.33e-18,112550.0,2.26e-08,3.33e-31,7.0081e+21,55.41,27.378
4.95e-05,0.74541,0.030535,2.33e-18,112550.0,2.26e-08,3.33e-31,8.0015e+21,69.686,37.68
3.25e-05,0.88177,0.057677,4.32e-19,9283.3,3.55e-09,8.81e-31,1.007e+21,4.208,0.18002
3.25e-05,0.88177,0.057677,4.32e-19,9283.3,3.55e-09,8.81e-31,2.0004e+21,8.3684,0.36689
3.25e-05,0.88177,0.057677,4.32e-19,9283.3,3.55e-09,8.81e-31,3.0074e+21,12.52,0.49068
3.25e-05,0.88177,0.057677,4.32e-19,9283.3,3.55e-09,8.81e-31,4.0008e+21,16.565,0.56194
3.25e-05,0.88177,0.057677,4.32e-19,9283.3,3.55e-09,8.81e-31,5.0077e+21,21.405,1.3737
3.25e-05,0.88177,0.057677,4.32e-19,9283.3,3.55e-09,8.81e-31,6.0011e+21,27.261,3.2564
3.25e-05,0.88177,0.057677,4.32e-19,9283.3,3.55e-09,8.81e-31,7.0081e+21,34.231,6.1987
3.25e-05,0.88177,0.057677,4.32e-19,9283.3,3.55e-09,8.81e-31,8.0015e+21,41.275,9.2687
4.02e-05,0.70193,0.025152,9.48e-19,34715.0,2.17e-09,1.1e-30,1.007e+21,4.3077,0.27978
4.02e-05,0.70193,0.025152,9.48e-19,34715.0,2.17e-09,1.1e-30,2.0004e+21,8.4598,0.45826
4.02e-05,0.70193,0.025152,9.48e-19,34715.0,2.17e-09,1.1e-30,3.0074e+21,12.779,0.74924
