dGrainHBS,FaceCovMax,SwellLink,vResol,DatomFissGBx,fNucleate,aAtomDifFiss,FD,fuel_swelling,fuel_gas_swelling
4.95e-05,0.74541,0.030535,2.33e-18,112550.0,2.26e-08,3.33e-31,7.0081e+21,94.882,66.849
4.95e-05,0.74541,0.030535,2.33e-18,112550.0,2.26e-08,3.33e-31,8.0015e+21,98.897,66.891
3.25e-05,0.88177,0.057677,4.32e-19,9283.3,3.55e-09,8.81e-31,1.007e+21,6.9504,2.9224
3.25e-05,0.88177,0.057677,4.32e-19,9283.3,3.55e-09,8.81e-31,2.0004e+21,13.925,5.9235
3.25e-05,0.88177,0.057677,4.32e-19,9283.3,3.55e-09,8.81e-31,3.0074e+21,20.585,8.5557
3.25e-05,0.88177,0.057677,4.32e-19,9283.3,3.55e-09,8.81e-31,4.0008e+21,29.459,13.456
3.25e-05,0.88177,0.057677,4.32e-19,9283.3,3.55e-09,8.81e-31,5.0077e+21,45.664,25.633
3.25e-05,0.88177,0.057677,4.32e-19,9283.3,3.55e-09,8.81e-31,6.0011e+21,69.75,45.746
3.25e-05,0.88177,0.057677,4.32e-19,9283.3,3.55e-09,8.81e-31,7.0081e+21,97.01,68.977
3.25e-05,0.88177,0.057677,4.32e-19,9283.3,3.55e-09,8.81e-31,8.0015e+21,128.57,96.567
4.02e-05,0.70193,0.025152,9.48e-19,34715.0,2.17e-09,1.1e-30,1.007e+21,7.8815,3.8536
4.02e-05,0.70193,0.025152,9.48e-19,34715.0,2.17e-09,1.1e-30,2.0004e+21,15.116,7.1148
4.02e-05,0.70193,0.025152,9.48e-19,34715.0,2.17e-09,1.1e-30,3.0074e+21,22.984,10.954
4.02e-05,0.70193,0.025152,9.48e-19,34715.0,2.17e-09,1.1e-30,4.0008e+21,39.905,23.902
4.02e-05,0.70193,0.025152,9.48e-19,34715.0,2.17e-09,1.1e-30,5.0077e+21,67.093,47.062
4.02e-05,0.70193,0.025152,9.48e-19,34715.0,2.17e-09,1.1e-30,6.0011e+21,106.43,82.429
