dGrainHBS,FaceCovMax,SwellLink,rResolBulk,DatomFissGBx,StickProb,fNucleate,vResol,rResolGBB,Fuel_Swelling,Porosity,Bubble_Size
7.58E-05,0.51654108,0.043399592,8.97E-10,40369.82045,7.67E-08,1.23E-09,3.47E-18,9.46E-07,83.21799684,32.14187341,1.559390336
4.54E-05,0.516855873,0.073223867,3.06E-09,13110.18809,4.88E-08,2.71E-09,1.10E-18,3.83E-07,54.54863039,21.19647488,0.385666692
9.80E-05,0.704619449,0.05522188,1.98E-09,22652.72843,2.00E-07,1.59E-09,2.87E-18,2.80E-07,63.43005783,24.80519404,0.665940556
7.07E-05,0.539038592,0.062028628,4.33E-09,43526.74094,1.19E-07,2.46E-09,2.41E-18,6.63E-07,50.19601448,18.85628483,0.435562524
9.03E-05,0.859625525,0.013204163,1.20E-09,33318.88913,3.70E-07,1.70E-09,3.07E-18,5.91E-07,78.31370875,30.7935637,0.726575431
6.18E-05,0.61844264,0.030278265,9.19E-10,38190.49623,2.87E-07,2.76E-09,1.88E-18,7.25E-07,73.35318183,28.76285647,1.320797676
8.78E-05,0.785625834,0.028177632,4.52E-09,47943.16644,1.38E-07,5.66E-10,2.52E-18,7.96E-07,68.43341395,27.26189487,0.660445074
3.76E-05,0.66679552,0.077559117,8.52E-10,49399.84375,3.32E-07,5.11E-10,2.66E-18,5.18E-07,51.40424009,19.21744395,0.383397886
6.89E-05,0.890849952,0.027515959,4.40E-09,14753.18579,1.29E-07,1.27E-09,3.15E-18,9.09E-07,54.40048583,21.09875008,0.467875109
6.76E-05,0.765681667,0.071535714,4.43E-09,15551.54691,3.24E-08,9.22E-10,1.33E-18,9.88E-07,45.38475826,16.1333856,0.379740025
3.54E-05,0.748991135,0.028982627,5.00E-09,16022.97331,2.55E-07,3.16E-10,3.34E-18,6.69E-07,33.69534803,9.18847065,0.200019422
4.36E-05,0.898338854,0.075184617,2.50E-09,35634.96626,2.14E-07,7.34E-10,3.37E-18,9.69E-07,29.69215909,6.310726132,0.164552516
2.29E-05,0.762132288,0.015432182,2.57E-09,38438.46534,5.32E-08,2.66E-09,2.51E-18,5.29E-07,25.11855793,2.431042124,0.126209216
5.27E-05,0.804765877,0.036828232,1.95E-09,46966.02626,3.23E-07,1.35E-09,3.18E-18,6.82E-07,45.92373373,16.55427107,0.323553576
5.07E-05,0.75561573,0.025768697,3.36E-09,26108.44693,1.93E-07,1.93E-09,1.69E-18,8.41E-07,48.86851755,18.19266983,0.341454044
8.11E-05,0.742674452,0.050752116,1.82E-09,33230.13713,2.97E-07,1.55E-09,3.64E-18,3.46E-07,56.6156335,21.94787251,0.528403395
9.85E-05,0.773432217,0.020913022,2.90E-09,9254.071638,9.60E-08,2.62E-09,2.98E-18,3.55E-07,78.37536092,30.96803853,0.766319105
9.60E-05,0.836830358,0.045986636,3.16E-09,31607.75974,2.48E-07,1.90E-09,2.46E-18,3.76E-07,61.2217644,24.11703932,0.648689678
9.17E-05,0.639302998,0.063147691,4.52E-09,26495.28486,1.32E-07,2.95E-09,2.80E-18,7.40E-07,52.53376911,20.10136938,0.57048271
7.47E-05,0.84290918,0.043478879,2.93E-09,12895.44771,1.98E-07,1.20E-09,2.92E-18,8.80E-07,53.14578093,20.42055005,0.477357017
2.88E-05,0.823022842,0.029426966,3.48E-09,48690.18194,5.17E-08,9.67E-10,2.27E-18,2.84E-07,26.94917843,3.833380179,0.125410942
2.26E-05,0.653691744,0.037750016,2.43E-09,41042.39847,2.36E-07,1.38E-09,3.15E-18,9.75E-07,24.76265926,2.33077967,0.093864875
7.61E-05,0.54873436,0.017267976,2.01E-09,27369.89681,2.45E-07,2.18E-09,3.84E-18,6.45E-07,76.27248411,30.25442969,0.651009019
2.32E-05,0.730664095,0.016232144,1.49E-09,12301.88519,2.55E-07,5.74E-10,1.08E-18,3.06E-07,35.49842284,9.335987808,0.842593158
6.12E-05,0.609213032,0.047740058,1.23E-09,22569.2649,3.42E-07,1.14E-09,1.17E-18,5.60E-07,72.92565647,28.35455298,0.965643668
1.25E-05,0.793619634,0.022641188,4.37E-09,8412.990253,3.27E-07,2.18E-09,2.88E-18,2.80E-07,21.36017845,0.002330657,0.040301268
9.97E-05,0.866181604,0.027094259,1.35E-09,9572.126187,1.45E-07,1.64E-09,3.69E-18,2.89E-07,75.48309698,29.72903022,0.753524569
1.44E-05,0.600830756,0.01427333,1.47E-09,42055.29716,2.89E-07,2.59E-09,1.08E-18,8.92E-07,30.53229185,4.443911707,1.002482741
1.60E-05,0.886438164,0.038008529,4.83E-09,17249.81287,3.00E-07,6.72E-10,2.33E-18,9.60E-07,21.66090231,0.056653971,0.025865272
9.93E-05,0.647468373,0.019992019,2.44E-09,9823.228592,6.55E-08,2.47E-09,3.63E-18,4.88E-07,84.17864983,32.87571667,0.818938486
2.34E-05,0.654984644,0.016031928,3.94E-09,6727.908559,3.69E-07,1.44E-09,2.95E-18,4.10E-07,26.4969458,4.055015361,0.13001812
2.04E-05,0.723909904,0.011679917,3.86E-09,7067.826811,3.75E-07,1.48E-09,2.31E-18,8.11E-07,22.20933909,0.691723287,0.08904374
5.63E-05,0.776210417,0.020750323,4.31E-09,21845.53531,2.30E-08,2.78E-09,3.50E-18,4.09E-07,53.07773547,20.42804504,0.397033117
8.32E-05,0.581696242,0.013681028,3.89E-09,20886.82321,2.55E-09,2.01E-09,1.97E-18,3.71E-07,87.34305689,33.94834792,1.616022503
7.91E-05,0.554769654,0.075227893,2.56E-09,48819.92357,4.14E-08,6.25E-10,3.40E-18,6.17E-07,54.58739706,20.71105277,0.498502828
4.46E-05,0.600170393,0.049626106,3.70E-09,37613.58285,3.33E-07,1.78E-09,2.24E-18,8.05E-07,42.15144181,14.45343142,0.260262289
4.13E-05,0.595129068,0.078321926,3.85E-09,23922.03534,2.52E-07,2.86E-09,1.56E-18,2.95E-07,33.16353449,8.766494013,0.184432432
9.26E-05,0.612605301,0.071894218,4.76E-09,30171.89019,1.94E-07,4.73E-10,1.67E-18,4.93E-07,56.87584217,22.0234888,0.593545197
8.48E-05,0.54960292,0.077044389,3.35E-09,22434.64425,3.44E-07,1.01E-09,3.31E-18,7.19E-07,48.47774972,17.97390569,0.502813359
8.76E-05,0.690858881,0.040737429,1.72E-09,26634.18644,1.51E-07,1.55E-09,3.44E-18,2.68E-07,66.84896095,26.35982013,0.631818987
8.59E-05,0.73649974,0.013979423,1.17E-09,48092.72498,1.23E-07,4.62E-10,3.57E-18,6.27E-07,87.227264,33.768047,1.437067149
1.53E-05,0.532317994,0.059065837,1.30E-09,10479.11586,2.63E-07,3.64E-10,3.96E-18,8.01E-07,25.13976422,1.388762554,0.16355146
8.05E-05,0.688851366,0.078361775,1.11E-09,20330.87945,7.50E-08,2.04E-09,1.64E-18,5.01E-07,63.14014418,24.03437598,0.795404135
6.45E-05,0.570106749,0.030563141,1.31E-09,35828.09354,1.31E-07,2.86E-09,3.14E-18,9.89E-07,69.43826312,27.34137253,1.11877148
4.72E-05,0.567426729,0.012961915,1.03E-09,16716.17418,3.76E-07,9.59E-10,2.30E-18,4.73E-07,71.71501027,28.32353817,1.376731414
3.83E-05,0.883193618,0.017538922,1.82E-09,37066.26415,3.43E-07,2.58E-09,3.96E-18,9.45E-07,35.66788985,10.45927666,0.2324934
9.06E-05,0.758438302,0.049238825,2.18E-09,32954.08124,1.20E-07,2.23E-09,1.69E-18,9.85E-07,65.47814294,25.47560247,0.628135099
6.02E-05,0.79932299,0.030869827,3.50E-09,39245.32797,3.30E-07,2.89E-09,2.04E-18,9.52E-07,51.70232557,19.68502901,0.396768467
9.64E-05,0.710620242,0.014410358,9.40E-10,36047.95596,1.78E-07,2.33E-09,1.21E-18,5.72E-07,104.9482235,38.65275028,1.890602429
9.79E-05,0.845418886,0.033134222,3.05E-09,8113.095748,1.38E-07,1.07E-09,3.48E-18,8.76E-07,69.00645113,27.50407374,0.710934421
7.05E-05,0.83539194,0.05703452,1.46E-09,19238.75037,4.81E-08,2.92E-09,3.36E-18,4.35E-07,49.4062189,18.22636001,0.420248531
3.24E-05,0.529510404,0.039543356,2.19E-09,41723.82961,8.33E-08,1.84E-09,2.69E-18,8.59E-07,39.91852809,12.90315921,0.497971331
8.52E-05,0.569472488,0.02855092,2.78E-09,29940.86341,7.96E-08,1.51E-09,2.60E-18,7.26E-07,74.6161488,29.3996428,0.685824019
3.02E-05,0.716503847,0.055724343,2.86E-09,39746.90919,7.97E-08,2.81E-09,1.32E-18,3.07E-07,30.65951599,6.314949976,0.13319427
7.81E-05,0.715939472,0.045362061,2.04E-09,41407.16754,2.40E-07,2.39E-09,3.05E-18,6.39E-07,58.23187389,22.70816964,0.523308846
7.33E-05,0.656952221,0.017700969,2.12E-09,31708.40037,3.44E-08,1.87E-09,2.00E-18,5.61E-07,79.18354091,31.11779125,1.425833591
7.93E-05,0.566895509,0.023742942,1.97E-09,41361.1746,1.54E-07,2.48E-09,3.00E-18,2.77E-07,75.88700609,29.94177566,0.683721791
6.42E-05,0.826891338,0.016740911,4.50E-09,37997.02109,2.27E-07,1.94E-09,3.57E-18,3.65E-07,57.79341358,22.73197687,0.473474044
9.84E-05,0.804180264,0.060886985,1.14E-09,17455.88413,2.04E-08,6.67E-10,3.19E-18,9.94E-07,74.64207949,28.81893467,1.129851136
6.23E-05,0.752730392,0.02208083,2.38E-09,30913.65357,5.64E-08,1.77E-09,2.74E-18,9.43E-07,59.20772236,23.25842502,0.469389379
3.09E-05,0.821957826,0.035796927,6.66E-10,46987.84349,4.57E-08,1.90E-09,3.56E-18,3.51E-07,43.63305624,14.17155342,1.227425271
3.94E-05,0.838885009,0.018254041,2.74E-09,10722.29884,3.63E-07,1.34E-09,1.87E-18,3.61E-07,37.13510031,11.40146675,0.236936924
1.68E-05,0.838616484,0.063987075,3.13E-09,41091.65822,8.03E-08,1.17E-09,3.76E-18,5.45E-07,21.9613661,0.125360975,0.006406086
1.94E-05,0.529162268,0.068771085,4.23E-09,27646.27357,1.65E-07,1.08E-09,2.89E-18,8.98E-07,22.10117138,0.54776281,0.044789131
4.78E-05,0.830805234,0.055279063,1.43E-09,39505.87279,3.83E-07,2.72E-09,2.52E-18,7.23E-07,39.16895192,12.39741328,0.242723513
1.19E-05,0.780763484,0.042203197,4.16E-09,11780.26921,3.83E-07,1.82E-09,3.67E-18,5.81E-07,21.36032306,0.001898394,0.017370267
1.07E-05,0.787478601,0.022866441,3.23E-09,23845.16755,3.19E-07,2.52E-09,3.85E-18,3.99E-07,21.39833383,0.025863553,0.046137482
4.11E-05,0.608240034,0.051804483,1.22E-09,46544.57285,1.92E-07,5.98E-10,3.78E-18,4.45E-07,44.85631388,15.61990446,0.491378736
8.79E-05,0.760410995,0.051903878,3.74E-09,46843.44729,5.53E-08,5.92E-10,2.77E-18,6.83E-07,59.88320369,23.49142986,0.587617703
3.61E-05,0.906435608,0.069835663,1.83E-09,39156.14376,2.01E-07,1.87E-09,2.09E-18,7.37E-07,28.53392296,4.704866755,0.104710488
2.97E-05,0.851491385,0.01378853,2.08E-09,43357.48392,1.86E-07,4.82E-10,3.10E-18,3.81E-07,28.06858522,4.414170274,0.165153493
6.99E-05,0.611369211,0.01063598,1.31E-09,18798.71322,5.51E-08,1.46E-09,2.28E-18,6.00E-07,88.46606863,34.33111292,1.849720642
5.14E-05,0.552749043,0.06520587,2.62E-09,35409.41403,2.72E-07,9.97E-10,1.31E-18,5.23E-07,49.10282454,17.9380437,0.371196349
6.82E-05,0.533601786,0.070426479,2.47E-09,34477.65608,4.86E-08,5.59E-10,2.94E-18,6.30E-07,55.41957858,21.13533374,0.484858169
6.01E-05,0.649093879,0.049702226,1.29E-09,6902.438513,7.22E-10,1.06E-09,1.93E-18,4.59E-07,85.60658373,33.55066574,1.902367386
6.78E-05,0.64325974,0.036960133,3.70E-09,7651.932586,6.39E-08,5.03E-10,1.14E-18,9.71E-07,63.68842911,25.07493264,0.579414105
4.61E-05,0.760758165,0.015133343,8.30E-10,36381.67192,3.87E-07,2.83E-09,2.08E-18,7.61E-07,56.08072204,21.67154978,1.087052197
2.62E-05,0.572204905,0.067794077,6.39E-10,14942.27857,2.51E-07,7.12E-10,1.89E-18,7.78E-07,48.48877103,17.24047159,0.753967912
7.55E-05,0.746869768,0.049858104,2.87E-09,9100.485733,2.09E-07,1.30E-09,2.76E-18,4.08E-07,53.17919416,20.4265836,0.478520868
7.00E-05,0.813120509,0.026773511,1.77E-09,23699.33741,2.96E-07,8.57E-10,1.16E-18,6.07E-07,66.36819112,26.11206447,0.68709912
4.14E-05,0.551120334,0.066647846,3.02E-09,42971.16049,3.22E-07,3.97E-10,2.07E-18,8.57E-07,40.7953307,13.50971189,0.223521253
2.65E-05,0.899996803,0.023919487,4.87E-09,28318.85085,8.70E-08,2.85E-09,3.16E-18,2.87E-07,23.90670045,2.049366068,0.101736113
9.90E-05,0.880580709,0.025302125,3.67E-09,26383.24579,2.44E-07,8.63E-10,1.23E-18,3.68E-07,76.32687022,30.03510507,0.757012766
6.62E-05,0.855244358,0.066159264,3.27E-09,29115.80723,2.56E-07,2.81E-09,3.53E-18,9.61E-07,40.35441418,13.40689266,0.34982697
7.14E-05,0.682381088,0.06539799,7.20E-10,43765.65492,2.06E-07,2.78E-09,3.35E-18,9.12E-07,61.01184487,23.308466,0.751137615
9.37E-05,0.657949202,0.056203497,1.77E-09,25889.52837,9.11E-08,2.96E-09,1.55E-18,8.67E-07,71.48579062,27.38440904,0.91513768
6.55E-05,0.864514465,0.031693899,1.25E-09,30299.01232,1.68E-07,1.02E-09,2.98E-18,4.74E-07,57.3610748,22.15171321,0.457909185
4.64E-05,0.530362056,0.021896486,4.14E-09,42093.66917,1.44E-07,1.11E-09,2.80E-18,8.96E-07,54.63570669,21.17808339,0.383132366
3.19E-05,0.849565913,0.022782103,2.22E-09,26000.93605,8.31E-08,1.35E-09,2.85E-18,7.50E-07,29.72192662,6.041878312,0.163207967
6.10E-05,0.873133493,0.019160478,1.35E-09,13176.82251,2.07E-07,2.20E-09,2.69E-18,6.06E-07,55.91550145,21.66946928,0.430139734
2.25E-05,0.549096406,0.050434001,4.05E-09,49113.68229,6.64E-08,6.55E-10,1.96E-18,3.31E-07,26.76971252,3.845833163,0.102920437
1.57E-05,0.524557879,0.066796743,4.61E-09,11972.19181,1.66E-07,9.45E-10,2.26E-18,5.59E-07,21.51921211,0.050831311,0.021515903
5.40E-05,0.881715843,0.054459616,1.41E-09,7567.643126,2.06E-07,1.94E-09,1.13E-18,4.19E-07,45.54211287,15.96967671,0.391216077
7.29E-05,0.854999442,0.056798114,2.71E-09,8043.214595,1.54E-07,1.13E-09,3.71E-18,6.23E-07,47.10211167,17.28151683,0.428754164
1.31E-05,0.54541889,0.038862112,2.54E-09,32878.65906,2.30E-07,2.15E-09,2.58E-18,6.01E-07,22.60370514,0.301482653,0.050841711
4.80E-05,0.731059792,0.066280693,3.02E-09,18844.95207,4.07E-08,2.79E-09,1.38E-18,6.93E-07,38.96011565,12.25574771,0.244408378
5.71E-05,0.522999932,0.030019737,2.58E-09,25572.06099,3.62E-07,2.17E-09,1.14E-18,5.19E-07,64.73920319,25.46603993,0.810184988
4.39E-05,0.620748445,0.051124105,6.50E-10,40683.12523,8.21E-08,6.31E-10,1.35E-18,5.76E-07,86.11024293,33.14680362,1.446296661
7.77E-05,0.622762544,0.035581028,1.14E-09,38849.4627,3.05E-07,1.27E-09,1.59E-18,5.20E-07,80.07618238,31.06496716,1.294192533
1.26E-05,0.599280449,0.048572938,1.50E-09,13793.33794,1.33E-07,5.18E-10,3.17E-18,8.65E-07,25.88995823,1.732873207,0.249933044
5.62E-05,0.695962999,0.044911223,3.34E-09,40745.36941,3.47E-07,3.71E-10,1.82E-18,7.71E-07,50.91399756,19.19570363,0.361847529
8.64E-05,0.898503781,0.068801836,1.33E-09,14179.24536,2.87E-07,1.19E-09,3.25E-18,5.92E-07,50.18915998,18.61962223,0.51064741
6.93E-05,0.672737979,0.035647725,1.90E-09,38755.66978,1.17E-07,1.43E-09,2.12E-18,7.02E-07,65.32461809,25.65225515,0.759624419
4.21E-05,0.506505896,0.029562429,1.32E-09,33599.20815,3.57E-07,8.23E-10,2.06E-18,9.53E-07,70.81391361,27.99426292,1.130500593
9.25E-05,0.723821784,0.031777947,2.06E-09,37451.16484,1.37E-07,4.02E-10,2.56E-18,4.38E-07,77.48926093,30.33761304,0.72982102
2.55E-05,0.790269362,0.031118793,4.05E-09,29422.0572,3.53E-07,2.80E-09,2.43E-18,9.49E-07,24.65023704,2.634634841,0.095354471
3.92E-05,0.531635404,0.022688265,3.31E-09,30040.45532,2.78E-07,2.06E-09,1.04E-18,4.32E-07,50.65353147,19.0163227,0.600604179
2.69E-05,0.848862145,0.038351104,1.17E-09,48409.71445,5.80E-08,2.37E-09,3.11E-18,6.72E-07,29.61308263,4.968982801,0.448264168
1.02E-05,0.846094387,0.014093918,4.76E-09,28158.15358,1.58E-07,2.35E-09,3.69E-18,4.02E-07,21.3756975,0.008025289,0.065749068
1.99E-05,0.712751406,0.011062833,2.91E-09,46201.70596,4.00E-07,1.16E-09,2.67E-18,5.15E-07,22.75498936,0.710488747,0.113807509
1.41E-05,0.879730554,0.065556909,3.33E-09,43054.26221,2.40E-07,2.85E-09,1.46E-18,4.78E-07,23.14798907,0.571043771,0.004742661
8.29E-05,0.676628302,0.044115139,4.64E-09,38365.92736,2.15E-07,3.00E-09,3.05E-18,7.43E-07,58.21553194,22.89773268,0.55604787
1.64E-05,0.728169561,0.057138114,3.88E-09,8197.391838,3.40E-07,1.47E-09,2.06E-18,4.15E-07,21.47049637,0.041158504,0.008895777
8.42E-05,0.739313255,0.019798425,2.63E-09,44893.11325,3.95E-07,1.61E-09,3.68E-18,3.01E-07,70.81457834,28.24820914,0.655456948
3.09E-05,0.758895819,0.036886164,7.39E-10,15399.52049,3.09E-07,3.12E-10,2.86E-18,9.72E-07,43.82687043,14.80766142,0.803856504
1.17E-05,0.697830985,0.036083203,3.26E-09,15653.842,3.79E-07,2.46E-09,2.46E-18,9.48E-07,21.51842582,0.045258764,0.025937389
4.80E-05,0.622545721,0.0425172,3.73E-09,26957.02234,3.15E-08,1.40E-09,3.48E-18,9.74E-07,45.7215016,16.50525003,0.30570915
1.97E-05,0.783775047,0.045744855,2.49E-09,21600.01203,3.50E-07,1.07E-09,3.81E-18,3.16E-07,21.87665171,0.096440106,0.023564833
5.88E-05,0.893613332,0.0592986,3.84E-09,29073.57583,4.67E-08,2.16E-09,3.44E-18,7.18E-07,39.16852918,12.67014987,0.306519669
4.57E-05,0.767548177,0.061476084,3.30E-09,11237.31091,3.35E-07,2.51E-09,3.09E-18,5.97E-07,34.76961943,9.886841336,0.215962967
3.73E-05,0.876738889,0.030413492,4.48E-09,38590.5841,3.92E-08,9.26E-10,1.39E-18,3.52E-07,32.81709777,8.2219362,0.190731424
8.49E-05,0.621614174,0.07637076,3.60E-09,48387.48604,6.49E-08,2.44E-09,2.97E-18,7.50E-07,46.57924481,16.84579737,0.489671935
8.88E-05,0.868802533,0.031404666,4.50E-09,36307.44635,3.24E-07,5.42E-10,1.76E-18,3.12E-07,65.20349715,25.92506444,0.641739216
5.11E-05,0.864856479,0.054167874,1.50E-09,13673.58171,1.05E-07,1.81E-09,2.96E-18,4.70E-07,39.65212411,12.76172244,0.26505463
7.49E-05,0.597818004,0.015725874,4.65E-09,43928.04801,3.08E-07,1.36E-09,2.13E-18,9.69E-07,73.97517943,29.47916498,0.632462247
6.76E-05,0.670836579,0.060732653,2.13E-09,35766.66883,1.59E-07,1.58E-09,2.68E-18,8.38E-07,50.70395097,18.93886866,0.412806575
3.11E-05,0.870702014,0.032750543,4.24E-09,49336.89175,1.97E-07,5.84E-10,3.04E-18,7.29E-07,25.95432429,3.598071065,0.127456543
5.19E-05,0.874754293,0.060419355,7.71E-10,15180.32253,2.77E-07,2.85E-09,1.49E-18,7.74E-07,49.20975423,17.89518963,0.524806675
5.60E-05,0.875330798,0.031294067,3.25E-09,31212.70035,1.90E-07,2.25E-09,1.80E-18,8.70E-07,47.08609846,17.22625792,0.350724457
1.73E-05,0.799984594,0.053632017,2.85E-09,24435.35518,2.45E-07,1.75E-09,2.44E-18,6.87E-07,22.29267406,0.181368114,0.011012528
7.42E-05,0.679904163,0.015229141,3.32E-09,29172.82617,2.05E-07,2.89E-09,1.19E-18,5.93E-07,73.54452229,29.17069275,0.609408194
4.06E-05,0.652177578,0.026306338,3.17E-09,35295.67213,1.14E-07,2.10E-09,1.86E-18,3.74E-07,44.44674215,15.75121277,0.287511808
5.58E-05,0.711159926,0.04157236,4.34E-09,34824.33378,8.50E-08,2.22E-09,2.20E-18,8.20E-07,47.95473269,17.71178505,0.347652767
9.35E-05,0.897839981,0.056822723,4.32E-09,20433.88258,1.36E-07,9.87E-10,3.01E-18,8.87E-07,53.9761358,20.83902692,0.590670547
2.12E-05,0.629848257,0.030783038,3.94E-09,30965.155,1.88E-07,2.73E-09,3.32E-18,9.96E-07,24.17992663,2.266313959,0.09818797
4.93E-05,0.505756447,0.076686759,9.81E-10,15342.67928,3.15E-07,2.27E-09,1.41E-18,8.01E-07,77.27631795,30.20799613,0.614377954
5.42E-05,0.669685438,0.073556249,2.96E-09,30004.40694,1.98E-07,4.57E-10,2.63E-18,3.72E-07,42.00670721,14.29592372,0.291568473
8.94E-05,0.551627773,0.059201866,1.66E-09,27313.77992,1.31E-07,2.31E-09,3.63E-18,6.67E-07,61.95208806,23.9090388,0.619133792
6.28E-05,0.719288333,0.035360747,4.29E-09,41893.86348,3.42E-07,2.19E-09,2.62E-18,8.40E-07,53.36780458,20.55706918,0.417180364
1.59E-05,0.578317492,0.053766073,3.62E-09,43683.20703,2.85E-07,3.00E-09,3.32E-18,8.05E-07,21.44648507,0.038174075,0.031265695
1.70E-05,0.535039631,0.067347067,3.13E-09,13573.00773,2.89E-07,2.50E-09,3.84E-18,4.34E-07,21.38014462,0.017109815,0.02961882
3.51E-05,0.892987002,0.050636589,3.09E-09,40317.54788,3.97E-07,2.57E-09,3.42E-18,5.88E-07,27.6140514,4.887233157,0.129691782
5.52E-05,0.651561577,0.015947584,2.37E-09,33153.58958,1.55E-07,1.69E-09,1.41E-18,6.19E-07,63.71778204,25.12281088,0.876472767
7.26E-05,0.53615302,0.020562375,2.52E-09,11506.11277,2.90E-07,1.66E-09,1.24E-18,7.64E-07,78.11023133,30.69156843,1.045904593
7.77E-05,0.839806699,0.040267587,2.04E-09,23046.05587,3.87E-07,2.81E-09,3.28E-18,7.08E-07,55.55950261,21.56327646,0.50895325
1.42E-05,0.661390729,0.065231342,1.57E-09,17658.23074,1.44E-09,1.87E-09,3.30E-18,7.66E-07,27.12984255,2.83544826,0.502373109
9.67E-05,0.865337748,0.038335685,3.82E-09,35584.2235,3.68E-08,3.91E-10,2.64E-18,5.84E-07,69.43388431,27.53055077,0.703015397
2.57E-05,0.510548815,0.053845862,1.78E-09,15700.55172,2.19E-07,5.28E-10,2.67E-18,4.39E-07,41.01930787,13.75568095,0.346201966
5.64E-05,0.833363108,0.065600198,3.39E-09,41167.6838,3.90E-07,2.28E-09,1.46E-18,2.64E-07,39.16038932,12.57110762,0.287467725
5.49E-05,0.649855526,0.066247755,4.12E-09,19784.24325,1.59E-07,8.89E-10,3.62E-18,6.15E-07,41.85687779,14.30092824,0.300240213
9.41E-05,0.759500446,0.061397612,3.43E-09,32498.75637,3.65E-07,2.90E-09,1.02E-18,7.04E-07,57.52248272,22.06106249,0.600897204
7.97E-05,0.895114637,0.076947637,3.88E-09,31782.9489,1.69E-07,4.60E-10,1.34E-18,8.27E-07,47.48648164,17.23118475,0.453889507
6.86E-05,0.750787982,0.025570172,4.94E-09,19009.76249,1.16E-07,1.66E-09,1.89E-18,4.67E-07,59.78380135,23.61026246,0.491480156
5.72E-05,0.733157243,0.051619336,1.47E-09,18287.01514,2.62E-07,7.42E-10,1.78E-18,2.65E-07,52.76755366,19.79265882,0.497647186
4.70E-05,0.690269319,0.06976204,4.91E-09,10432.8612,9.17E-08,4.42E-10,2.39E-18,6.09E-07,37.34265921,11.53282891,0.234771033
9.45E-05,0.640291521,0.049972546,3.43E-09,19137.33415,3.93E-07,1.98E-09,1.57E-18,4.80E-07,63.57480021,25.01662009,0.651519186
2.80E-05,0.869147687,0.049441793,3.78E-09,32644.1869,9.42E-08,1.68E-09,1.65E-18,8.54E-07,24.48483312,2.001593277,0.066618637
3.05E-05,0.784375727,0.030679378,1.18E-09,12436.94747,3.21E-08,5.67E-10,2.14E-18,6.48E-07,43.61921233,14.35781188,1.210852941
9.11E-05,0.678489346,0.04167509,4.85E-09,39427.16717,1.72E-07,8.18E-10,2.61E-18,3.68E-07,65.59789326,26.06445324,0.649700673
3.36E-05,0.562265898,0.022065932,1.26E-09,31464.24947,8.87E-08,2.70E-09,1.70E-18,9.07E-07,64.8765993,25.68209747,1.432210897
8.58E-05,0.828823869,0.048366301,4.93E-09,49646.58058,1.55E-07,1.97E-09,2.59E-18,8.62E-07,54.78823515,21.2249845,0.552752968
2.81E-05,0.58632594,0.038210412,2.45E-09,24294.42762,9.84E-08,5.96E-10,1.66E-18,8.46E-07,41.52246778,13.90208202,0.611621241
2.24E-05,0.561495885,0.015044479,2.32E-09,39213.22322,1.99E-07,1.34E-09,2.25E-18,2.76E-07,31.55076563,7.212669213,0.339491376
4.24E-05,0.537502903,0.034731663,3.22E-09,47229.57669,2.46E-07,2.44E-09,3.07E-18,6.68E-07,46.90105901,17.16683594,0.295038221
7.14E-05,0.829868665,0.018478185,3.18E-09,39020.35971,2.67E-07,3.88E-10,1.82E-18,9.23E-07,64.22969855,25.49883371,0.55018372
6.17E-05,0.791502819,0.056707864,2.35E-09,45835.19218,6.86E-09,9.55E-10,3.43E-18,8.07E-07,48.09936625,17.57023245,0.368840288
9.04E-05,0.671215861,0.033009205,3.48E-09,42321.97589,2.84E-07,2.91E-09,3.61E-18,9.27E-07,67.98743317,27.09326886,0.663241983
9.78E-05,0.87788263,0.058615267,9.13E-10,25783.31905,1.49E-07,1.32E-09,1.91E-18,6.91E-07,73.71469651,28.34184071,0.963158749
3.84E-05,0.786884078,0.037873614,6.82E-10,15089.50953,2.18E-07,1.21E-09,3.00E-18,5.54E-07,47.29867512,17.11810532,0.869130229
7.81E-05,0.518307114,0.049150849,2.92E-09,30444.45957,2.92E-07,6.83E-10,1.31E-18,5.55E-07,69.23098952,27.11104563,0.734309789
4.25E-05,0.854301449,0.074604712,8.98E-10,14828.32519,1.68E-07,1.39E-09,1.81E-18,5.69E-07,42.3207223,14.23297896,0.345119221
5.61E-05,0.50523336,0.053172797,6.11E-10,10145.84334,2.58E-07,9.00E-10,3.82E-18,9.24E-07,88.2249961,34.07073098,1.136345686
2.08E-05,0.59314014,0.028485484,4.67E-09,46285.60669,3.29E-07,2.67E-09,1.29E-18,5.14E-07,25.38282563,2.960919904,0.115696599
3.62E-05,0.626633329,0.053542623,4.13E-09,28448.83333,1.65E-07,5.60E-10,3.94E-18,3.56E-07,34.85075437,9.948674466,0.182992149
4.91E-05,0.562783878,0.061850451,3.37E-09,46637.6721,2.71E-07,2.94E-09,3.33E-18,5.82E-07,41.21533108,13.90324794,0.270832626
6.88E-05,0.896306267,0.029700117,3.10E-09,7428.821606,2.06E-07,1.47E-09,1.21E-18,6.53E-07,55.16371045,21.3434505,0.457188023
4.16E-05,0.572260466,0.031009737,2.16E-09,43874.76311,2.93E-07,2.16E-09,3.71E-18,7.53E-07,46.43627502,16.89420961,0.296253649
6.04E-05,0.899495087,0.072241721,3.66E-09,7157.308027,2.43E-07,1.91E-09,3.26E-18,5.34E-07,35.94765295,10.67317565,0.290069449
