dGrainHBS,FaceCovMax,SwellLink,rResolBulk,DatomFissGBx,StickProb,fNucleate,vResol,rResolGBB,Fuel_Swelling,Porosity,Bubble_Size
3.87E-05,0.818442709,0.050010372,9.99E-10,41802.3358,2.15E-08,2.98E-09,2.32E-18,4.76E-07,48.23985011,17.20493777,1.076551936
8.81E-05,0.86104409,0.028832683,2.58E-09,25232.58791,2.82E-07,8.33E-10,2.28E-18,6.28E-07,66.6276906,26.45359265,0.641784169
2.46E-05,0.863583043,0.07182113,4.60E-09,43445.97002,1.30E-07,3.43E-10,1.34E-18,4.61E-07,24.19905436,1.037692347,0.01406176
8.65E-05,0.808182949,0.02495209,3.81E-09,48900.49369,1.29E-07,2.84E-09,2.55E-18,4.22E-07,66.90563049,26.63478878,0.640865184
9.51E-05,0.5226616,0.074051393,1.24E-09,8533.297832,3.74E-07,1.76E-09,3.04E-18,4.11E-07,59.83119298,22.71235077,0.646734818
7.16E-05,0.720467026,0.060195521,4.51E-09,34005.29535,3.07E-07,1.60E-09,1.83E-18,3.15E-07,48.26378972,17.85614821,0.426447485
3.71E-05,0.688662543,0.056623928,7.13E-10,31639.12814,3.89E-07,1.73E-09,1.81E-18,4.81E-07,54.99944301,20.92111564,0.695563913
6.95E-05,0.52524892,0.015811073,2.11E-09,27085.97731,8.74E-08,1.42E-09,2.83E-18,8.61E-07,79.09390736,31.14820423,1.205454042
3.45E-05,0.856715301,0.055992358,2.67E-09,17124.29458,2.93E-07,8.77E-10,1.26E-18,5.37E-07,29.29444437,5.438049688,0.115454515
9.34E-05,0.541948446,0.018518614,4.16E-09,42793.80535,2.57E-07,1.41E-09,2.55E-18,5.15E-07,84.39767414,32.98398217,0.802254245
5.79E-05,0.500559763,0.058933647,3.77E-09,20465.28883,1.09E-07,1.64E-09,1.68E-18,6.95E-07,50.29251201,18.77433942,0.366252298
5.98E-05,0.595799341,0.052513458,4.94E-09,21685.81914,1.20E-07,2.66E-09,3.64E-18,7.54E-07,47.88535084,17.73194702,0.364348279
6.69E-05,0.566209747,0.053947276,2.02E-09,12385.34403,3.71E-07,3.76E-10,2.79E-18,6.31E-07,58.23503236,22.67856198,0.45024643
2.83E-05,0.640464841,0.023460583,2.69E-09,16343.90425,3.61E-07,2.26E-09,1.36E-18,7.48E-07,33.24829874,8.713150284,0.181481168
8.22E-05,0.647954298,0.01931328,1.21E-09,38493.91572,1.11E-07,2.61E-09,1.43E-18,5.56E-07,93.77728137,35.67356651,1.778029038
8.59E-05,0.817193318,0.01125819,1.53E-09,30488.65637,2.95E-07,2.19E-09,2.10E-18,9.29E-07,78.99339876,31.12223506,0.711668762
9.70E-05,0.884559291,0.012186858,1.12E-09,16618.45233,3.26E-07,2.42E-09,1.78E-18,5.85E-07,86.80705631,33.41542773,1.04001835
8.04E-05,0.822054104,0.078429817,4.44E-09,31124.12269,1.76E-08,1.64E-09,1.62E-18,5.95E-07,44.75996343,15.74841794,0.444867985
8.00E-05,0.617077252,0.012700424,4.71E-09,36711.55765,2.11E-07,1.88E-09,3.36E-18,3.44E-07,77.09283806,30.70073027,0.676258118
6.84E-05,0.883885897,0.044151365,3.39E-09,9988.842709,2.32E-07,1.75E-09,3.92E-18,9.63E-07,48.16756357,17.89042317,0.414581392
4.98E-05,0.846773761,0.0278675,3.75E-09,36843.99863,2.02E-07,2.79E-09,1.85E-18,6.92E-07,44.36490886,15.74041564,0.311364927
9.63E-05,0.717827279,0.077191372,3.57E-09,41262.10589,1.37E-08,1.74E-09,2.29E-18,3.50E-07,52.3947037,19.59757782,0.583239331
1.72E-05,0.729659726,0.016124489,2.18E-09,13263.54216,3.66E-07,2.69E-09,2.99E-18,3.25E-07,21.7108911,0.071411502,0.066266696
2.30E-05,0.86194688,0.017849932,4.01E-09,15478.58773,3.66E-07,1.73E-09,3.17E-18,3.63E-07,22.07129342,0.580803534,0.079792003
4.33E-05,0.852536672,0.013276063,1.58E-09,42024.63234,2.58E-07,2.65E-09,3.12E-18,8.00E-07,43.1415895,14.96172055,0.296487976
2.93E-05,0.835005111,0.069323709,4.66E-09,14975.67852,2.50E-07,2.37E-09,2.50E-18,5.02E-07,23.3695127,1.627936039,0.064476919
4.97E-05,0.599119787,0.046522859,3.85E-09,44697.53824,1.74E-07,1.44E-09,3.39E-18,4.70E-07,46.07984642,16.70899149,0.30895305
4.67E-05,0.557259895,0.019951468,4.46E-09,24556.13134,7.05E-08,2.87E-09,3.65E-18,3.77E-07,54.17314287,20.97319157,0.373824962
5.44E-05,0.576166003,0.052802584,6.38E-10,47261.16407,1.85E-07,7.58E-10,1.77E-18,3.90E-07,97.61333961,36.4642285,1.380499201
6.35E-05,0.849348424,0.068348687,6.47E-10,12339.06554,1.56E-08,2.88E-09,3.54E-18,4.16E-07,56.15266925,21.33158269,1.024355316
3.80E-05,0.582201298,0.063641037,4.48E-09,22147.38131,6.25E-08,3.62E-10,2.61E-18,4.59E-07,36.64979238,11.07959661,0.194689638
9.75E-05,0.751632409,0.052779084,4.10E-09,23935.8359,3.51E-07,1.38E-09,2.10E-18,9.04E-07,60.26634727,23.738301,0.651368198
5.73E-05,0.642279903,0.064354447,4.87E-09,7748.995154,3.98E-07,1.18E-09,2.31E-18,5.89E-07,42.87923569,14.92401213,0.317933338
4.60E-05,0.872399798,0.075485368,1.06E-09,48217.45002,2.61E-08,1.15E-09,3.83E-18,7.70E-07,38.82324715,11.46922937,0.322065823
8.94E-05,0.871116155,0.050359256,1.54E-09,22271.74694,3.75E-08,8.24E-10,3.99E-18,8.56E-07,61.2283948,23.9273192,0.59616298
1.65E-05,0.738589002,0.030098345,3.22E-09,23559.62827,1.42E-07,1.49E-09,2.53E-18,7.52E-07,22.11894239,0.140308211,0.043051904
5.38E-05,0.768864158,0.065887518,3.14E-09,29220.13605,1.10E-07,2.23E-09,3.98E-18,4.63E-07,37.78539265,11.80573813,0.271256296
9.39E-05,0.546048851,0.032156943,4.73E-09,34652.83937,2.68E-07,8.70E-10,1.07E-18,9.19E-07,79.97938046,31.13719371,0.75022233
6.40E-05,0.646743811,0.072871761,2.99E-09,38113.50784,2.39E-07,7.68E-10,3.47E-18,9.10E-07,44.65805128,15.85278941,0.36117242
3.07E-05,0.507604223,0.044544952,3.15E-09,20938.93145,2.20E-07,2.97E-09,2.77E-18,9.58E-07,35.70158241,10.50536398,0.176620152
7.98E-05,0.511126702,0.075752313,2.26E-09,46678.47558,1.40E-07,6.28E-10,2.04E-18,2.97E-07,60.98826137,23.37135951,0.588471017
4.74E-05,0.77012835,0.056333531,4.98E-09,30818.56411,3.80E-07,1.02E-09,3.56E-18,3.09E-07,37.25509267,11.49903916,0.240832072
6.09E-05,0.58095125,0.064555649,1.04E-09,20701.99602,1.26E-07,2.90E-09,3.77E-18,7.51E-07,52.53734069,19.60617208,0.53430218
3.74E-05,0.662459588,0.016425129,1.40E-09,48135.23849,1.72E-07,2.45E-09,3.68E-18,7.18E-07,44.35927135,15.56484404,0.320454627
2.09E-05,0.802505131,0.046882234,1.42E-09,28018.57921,1.23E-07,2.05E-09,3.59E-18,4.98E-07,24.10204264,0.918480993,0.033339096
6.15E-05,0.779386298,0.045338352,3.03E-09,12550.49927,2.27E-07,2.49E-09,2.17E-18,7.82E-07,47.63946537,17.54433823,0.37054545
6.37E-05,0.559179127,0.021983959,2.21E-09,26536.1055,2.99E-07,1.41E-09,3.89E-18,7.44E-07,66.10265672,26.32561855,0.52098791
1.20E-05,0.68728763,0.029634008,4.07E-09,26208.60506,1.09E-07,2.89E-09,2.40E-18,7.72E-07,21.50833621,0.050175999,0.040874998
6.33E-05,0.545052465,0.023254797,3.19E-09,6554.799175,2.09E-07,3.47E-10,2.20E-18,7.30E-07,67.5598385,26.93610312,0.519368702
7.90E-05,0.735180955,0.03548983,1.45E-09,24086.14266,2.61E-07,2.69E-09,2.02E-18,7.34E-07,67.74308334,26.5973715,0.694297496
2.33E-05,0.638399253,0.01006273,3.09E-09,24780.61797,2.41E-07,2.53E-09,1.67E-18,9.59E-07,28.61276205,5.472033756,0.176076911
6.57E-05,0.620355232,0.042432804,1.71E-09,21801.79671,3.10E-08,2.08E-09,1.16E-18,4.43E-07,79.03762902,30.83604253,1.448197596
2.71E-05,0.673688735,0.023337723,3.63E-09,12263.56914,1.13E-07,2.19E-09,1.37E-18,3.85E-07,30.09211221,6.617946536,0.161522557
8.38E-05,0.613541797,0.054241772,8.18E-10,23159.5677,2.53E-07,2.40E-09,1.57E-18,3.01E-07,80.40475696,30.72905357,1.237047569
2.22E-05,0.616970129,0.071112283,4.69E-09,37319.75271,2.59E-07,2.63E-09,3.21E-18,6.27E-07,22.49751202,0.927794901,0.047511886
4.13E-05,0.832076756,0.04229227,2.55E-09,27145.50943,1.24E-07,1.79E-09,2.49E-18,7.44E-07,35.27891924,10.14717729,0.207395048
9.87E-05,0.635146854,0.072021834,2.53E-09,37127.39561,3.06E-07,2.28E-09,1.75E-18,4.74E-07,57.36901431,21.79698784,0.624757196
4.41E-05,0.891250617,0.039032637,6.32E-10,11690.39472,1.64E-07,2.41E-09,1.73E-18,5.82E-07,54.94084968,20.9598064,1.00757986
3.88E-05,0.650918477,0.014482744,3.34E-09,46391.09181,3.56E-07,5.37E-10,3.24E-18,7.09E-07,44.04151901,15.58739035,0.311381472
5.01E-05,0.567680276,0.039112615,2.81E-09,10547.9482,5.24E-08,9.78E-10,3.67E-18,8.48E-07,50.28075573,18.95982835,0.3431266
2.78E-05,0.637266357,0.017927472,1.57E-09,41606.82627,1.24E-07,2.56E-09,1.19E-18,9.18E-07,49.61759038,18.18411957,1.200051773
5.70E-05,0.582874462,0.011795311,2.26E-09,11392.85884,5.96E-10,1.35E-09,1.00E-18,5.89E-07,111.0698883,41.10782037,2.450755962
8.55E-05,0.827794347,0.041397274,2.91E-09,18340.99106,5.93E-09,6.52E-10,3.87E-18,6.96E-07,61.44111681,24.22997345,0.589171363
3.30E-05,0.806528364,0.076001102,4.29E-09,30396.32999,6.18E-08,2.99E-09,2.57E-18,2.92E-07,25.0858849,2.959695116,0.093197873
9.98E-05,0.77388641,0.026520564,4.40E-09,9008.801361,2.52E-07,1.53E-09,2.16E-18,3.30E-07,75.29250757,29.89276385,0.756713664
6.05E-05,0.515769499,0.024729656,4.39E-09,40836.61538,2.54E-07,2.82E-09,3.86E-18,7.32E-07,63.20902574,25.16144785,0.482329012
9.19E-05,0.527653786,0.062665948,2.46E-09,30537.07975,1.71E-07,2.00E-09,2.12E-18,7.07E-07,62.51865,24.05764177,0.637427722
4.29E-05,0.658514792,0.026856123,1.34E-09,33761.05455,3.34E-07,4.88E-10,3.12E-18,8.69E-07,48.49517979,17.70903322,0.549480359
1.49E-05,0.602065121,0.013010297,3.29E-09,22937.10629,3.36E-07,1.28E-09,2.34E-18,8.78E-07,22.1144425,0.134339196,0.10734575
2.56E-05,0.707359259,0.036465021,8.87E-10,19483.04018,1.77E-08,8.82E-10,2.44E-18,6.04E-07,45.35998234,14.97250269,1.475909403
7.66E-05,0.536644068,0.048449235,4.91E-09,45595.77691,1.26E-07,1.00E-09,1.21E-18,9.73E-07,63.67465696,25.01833146,0.546511904
9.50E-05,0.588093633,0.018117014,3.04E-09,19967.18915,6.35E-08,1.85E-09,2.15E-18,4.05E-07,86.88543489,33.47295494,0.817733174
1.88E-05,0.699629627,0.067462321,4.54E-09,29568.32205,2.73E-07,2.29E-09,1.15E-18,8.08E-07,22.5911423,0.331211426,0.015368989
3.01E-05,0.681864412,0.069540401,1.69E-09,6023.92852,2.48E-07,2.09E-09,1.57E-18,3.54E-07,30.53283575,6.697500356,0.135595126
7.04E-05,0.836426339,0.055108477,4.76E-09,29698.86968,2.01E-07,1.89E-09,2.66E-18,4.14E-07,46.27645503,16.8395528,0.411131522
5.45E-05,0.701805978,0.036699945,1.23E-09,40003.45863,3.94E-07,1.21E-09,3.71E-18,9.44E-07,52.40585642,19.83942274,0.372216199
6.46E-05,0.674445025,0.046273897,3.19E-09,39796.86175,3.29E-07,1.91E-09,3.58E-18,3.29E-07,51.34147076,19.51242988,0.410218539
5.55E-05,0.587001419,0.038133906,7.81E-10,26848.00897,6.29E-08,1.85E-09,2.66E-18,9.35E-07,86.65313452,33.5738465,1.610120363
8.15E-05,0.618902731,0.021590849,1.93E-09,34174.06781,3.91E-07,7.27E-10,3.59E-18,6.09E-07,76.20255444,30.23715254,0.677319285
5.03E-05,0.610672019,0.065336796,1.80E-09,23065.20708,3.80E-07,6.09E-10,1.44E-18,6.24E-07,49.09365542,17.89027388,0.387793861
8.37E-05,0.628903118,0.077282235,3.00E-09,24502.3342,1.69E-07,2.83E-09,1.03E-18,4.50E-07,52.78684367,19.48210983,0.508910937
9.05E-05,0.700873569,0.037139521,8.65E-10,21018.61112,3.40E-07,1.71E-09,3.89E-18,7.88E-07,74.61826146,29.01855496,0.932071853
1.00E-04,0.623281096,0.059435892,3.26E-09,17311.11474,1.60E-07,1.74E-09,1.71E-18,7.89E-07,62.41214561,24.38865101,0.67486586
6.32E-05,0.715678357,0.016354067,3.99E-09,8659.043233,2.98E-07,2.42E-09,1.86E-18,8.75E-07,61.57723436,24.44369782,0.469116056
9.55E-05,0.509334476,0.078872277,3.46E-09,14053.3987,2.70E-07,1.13E-09,3.99E-18,3.84E-07,49.88261205,18.7528068,0.57378888
4.62E-05,0.718818295,0.032857083,1.87E-09,36304.96509,3.13E-07,1.18E-09,3.43E-18,5.06E-07,44.92765952,16.01804046,0.298347671
8.83E-05,0.880494862,0.043700274,1.53E-09,49822.61911,3.14E-07,2.80E-09,2.91E-18,4.55E-07,60.84635389,23.75018317,0.590962608
3.16E-05,0.55848508,0.062714767,1.66E-09,22209.10679,9.63E-08,2.76E-09,3.08E-18,8.99E-07,35.09115824,9.921590153,0.230804814
7.71E-05,0.519662578,0.037257863,4.03E-09,32449.49423,2.11E-07,2.02E-09,2.41E-18,7.86E-07,65.23659985,25.95000973,0.572443412
2.77E-05,0.755085799,0.053055855,3.01E-09,25469.71001,8.61E-08,1.50E-09,2.64E-18,6.70E-07,25.2339313,2.873348041,0.084738999
1.92E-05,0.582956845,0.078224025,3.12E-09,33635.22935,3.55E-07,1.97E-09,2.26E-18,6.44E-07,22.25679632,0.178298512,0.026993052
3.58E-05,0.611725458,0.073166908,2.18E-09,14138.48461,6.46E-08,1.65E-09,1.71E-18,6.12E-07,40.28313468,13.27404336,0.2579014
4.94E-05,0.587712624,0.015347548,1.91E-09,32596.68301,9.23E-09,2.05E-09,2.20E-18,9.33E-07,71.83712909,28.65073552,1.788390603
4.55E-05,0.692421829,0.063278202,2.22E-09,11144.29725,1.75E-07,2.15E-09,2.95E-18,7.05E-07,36.66490848,11.07555049,0.226582818
2.51E-05,0.55345019,0.063886912,1.13E-09,47832.82582,5.61E-08,2.97E-09,3.15E-18,8.26E-07,40.46647273,12.62854552,0.552535297
2.85E-05,0.531136527,0.054043276,3.16E-09,22967.54633,1.95E-07,2.33E-09,2.29E-18,4.44E-07,31.4495218,7.627120937,0.137865183
4.01E-05,0.520955667,0.039747369,4.27E-09,13922.32352,2.08E-07,8.96E-10,1.64E-18,4.63E-07,44.79548881,15.98715798,0.263825582
8.54E-05,0.668296877,0.053723855,1.99E-09,24226.69692,4.92E-09,5.20E-10,1.59E-18,4.17E-07,83.80179902,32.44542254,1.672509757
1.80E-05,0.542855064,0.01495248,8.74E-10,34085.36531,3.56E-08,8.46E-10,2.84E-18,8.33E-07,43.43667789,13.29454899,1.717295703
9.18E-05,0.633777515,0.012195735,3.90E-09,18411.50664,3.37E-07,2.08E-09,2.71E-18,9.49E-07,83.27532085,32.72651685,0.770992881
8.20E-05,0.736682578,0.026900034,4.14E-09,25470.78284,1.83E-07,1.94E-09,3.54E-18,8.17E-07,65.7298184,26.2360802,0.602436145
8.96E-05,0.858677595,0.031191056,2.08E-09,24869.6651,7.43E-09,2.08E-09,2.78E-18,7.69E-07,70.08491835,27.62025205,0.766020315
9.22E-05,0.83235796,0.054365566,4.98E-09,16253.56754,1.53E-07,2.88E-09,1.83E-18,3.87E-07,53.80123005,20.73626338,0.581817485
5.06E-05,0.698844878,0.052102587,2.72E-09,12712.34176,2.36E-07,2.07E-09,1.14E-18,3.32E-07,44.79220662,15.77403794,0.292932351
8.24E-05,0.823146958,0.010511111,2.06E-09,7347.584695,3.39E-07,2.71E-09,3.79E-18,3.60E-07,72.21416449,28.88686703,0.640732497
3.78E-05,0.699071546,0.070628764,4.36E-09,19049.51063,1.84E-07,2.59E-09,3.22E-18,7.16E-07,30.18330742,6.751637826,0.152725081
6.72E-05,0.541392995,0.028415066,1.56E-09,14457.11772,1.78E-07,1.37E-09,2.25E-18,6.39E-07,73.44726808,28.91347103,1.182842965
3.56E-05,0.791570036,0.067496076,4.92E-09,32028.8144,6.09E-08,7.73E-10,1.96E-18,6.94E-07,28.13239953,5.201214747,0.127028348
6.50E-05,0.868090259,0.062568999,3.17E-09,23418.66191,1.34E-07,1.56E-09,3.90E-18,5.27E-07,41.54249758,14.11025264,0.351569471
5.29E-05,0.749595625,0.057855263,3.07E-09,8500.015534,2.85E-07,1.84E-09,2.40E-18,4.21E-07,40.18498259,13.29390284,0.281696053
7.40E-05,0.764427953,0.020624463,2.47E-09,41931.22687,1.63E-07,2.02E-09,2.56E-18,3.11E-07,66.34294015,26.37715743,0.56690966
2.92E-05,0.82368684,0.066553995,2.97E-09,37364.75461,1.77E-07,4.94E-10,3.20E-18,7.39E-07,24.15683195,1.845679887,0.060167083
2.47E-05,0.712320733,0.056136518,2.95E-09,48994.55502,2.57E-07,2.31E-09,1.53E-18,9.98E-07,25.35892821,2.500936909,0.066588367
2.03E-05,0.804738799,0.060081108,2.92E-09,12777.87297,2.69E-07,1.34E-09,3.20E-18,3.62E-07,21.53350074,0.049891126,0.012739092
6.65E-05,0.594110823,0.047216006,3.21E-09,33500.09607,3.95E-07,6.80E-10,1.13E-18,7.93E-07,60.99953557,23.79952687,0.470409874
3.75E-05,0.763009826,0.020408464,1.11E-09,37547.64847,2.29E-07,7.81E-10,2.86E-18,9.22E-07,42.35656194,14.06215251,0.71521903
4.82E-05,0.631283087,0.011381428,4.89E-09,20599.86483,4.06E-09,1.16E-09,3.44E-18,4.07E-07,54.92005027,21.3380983,0.417639694
9.27E-05,0.763108704,0.072328169,1.72E-09,49536.87607,2.12E-07,1.11E-09,2.42E-18,3.74E-07,57.73106184,21.93108597,0.581338073
7.90E-05,0.573554779,0.066895741,2.11E-09,7876.987591,3.28E-07,1.07E-09,2.45E-18,3.90E-07,53.25992532,20.24774761,0.49402554
9.33E-05,0.624070946,0.027978507,7.00E-10,17708.83138,3.33E-07,1.62E-09,1.52E-18,6.40E-07,108.3158949,39.10174727,1.776531685
1.21E-05,0.779239837,0.064478765,4.47E-09,32274.82888,6.14E-08,1.45E-09,2.19E-18,7.16E-07,22.0268611,0.131173961,0.005890224
8.80E-05,0.685589139,0.023589105,3.28E-09,48612.5907,3.89E-07,1.98E-09,3.19E-18,5.10E-07,72.01584856,28.66927003,0.682471866
2.10E-05,0.604395858,0.071479672,2.52E-09,26312.21025,9.29E-08,8.87E-10,2.58E-18,2.82E-07,23.93599751,1.211278505,0.04420017
6.00E-05,0.766780345,0.062064807,1.51E-09,12641.31746,1.48E-07,2.00E-09,2.30E-18,6.42E-07,46.1812382,16.41577998,0.344061529
9.14E-05,0.696668028,0.074399065,3.49E-09,17581.8203,1.80E-07,9.21E-10,2.27E-18,9.41E-07,50.62418611,18.99895706,0.551464229
8.35E-05,0.526525514,0.027484773,4.61E-09,12848.48015,3.49E-08,1.09E-09,1.06E-18,6.62E-07,80.6202305,31.50058657,1.185230588
1.09E-05,0.638346964,0.04711309,1.29E-09,15194.33795,3.01E-08,1.03E-09,1.94E-18,9.77E-07,32.38755698,5.222667713,0.932044688
5.33E-05,0.744075655,0.060961254,2.44E-09,14581.01798,1.60E-07,2.27E-09,2.93E-18,8.67E-07,39.87105708,13.06890486,0.281126423
9.66E-05,0.580826322,0.013552621,4.82E-09,15590.58459,2.19E-07,9.08E-10,2.71E-18,4.99E-07,88.58732189,34.37324725,0.839918552
7.11E-05,0.57031684,0.064604,2.75E-09,12978.25998,1.95E-07,2.07E-09,1.18E-18,8.42E-07,54.75173148,20.71746319,0.487393096
5.22E-05,0.540715645,0.029344685,1.42E-09,32391.13758,4.52E-08,7.89E-10,3.55E-18,4.23E-07,66.18934836,26.16025024,1.353970517
5.29E-05,0.803553918,0.032637512,2.66E-09,21935.35965,1.41E-07,2.49E-09,2.59E-18,6.50E-07,46.44374119,16.88650622,0.329857887
3.93E-05,0.740901981,0.059896193,8.32E-10,35061.10708,5.92E-08,1.62E-09,3.02E-18,6.56E-07,49.02165163,17.8544954,0.818020227
4.39E-05,0.632843999,0.019692969,4.99E-09,19641.2986,2.28E-07,9.17E-10,2.26E-18,5.67E-07,48.4358188,18.02731053,0.327719223
3.69E-05,0.894585863,0.073469838,2.14E-09,9381.16719,1.39E-07,1.51E-09,3.73E-18,7.31E-07,25.80531012,3.498706739,0.110265418
7.69E-05,0.820506414,0.052992864,1.75E-09,41444.63342,3.56E-07,1.93E-09,1.11E-18,3.05E-07,60.37591009,23.25767861,0.525581113
8.12E-05,0.753079342,0.053236466,2.54E-09,28594.91428,1.33E-08,8.29E-10,3.05E-18,8.14E-07,58.61466174,22.80325314,0.538642188
9.82E-05,0.686349492,0.021167369,3.55E-09,33819.63564,2.61E-07,1.72E-09,1.49E-18,8.13E-07,83.28429579,32.40478446,0.801572933
8.77E-05,0.52576429,0.077359492,3.55E-09,36855.76895,8.65E-08,2.26E-09,3.22E-18,6.98E-07,47.65916479,17.46228906,0.513801022
4.06E-05,0.556092302,0.064081717,2.39E-09,28199.87364,2.86E-07,1.24E-09,2.41E-18,5.28E-07,38.83179912,12.35446223,0.213505192
2.97E-05,0.52744758,0.026436209,2.79E-09,40784.81895,1.67E-07,1.13E-09,3.96E-18,2.91E-07,37.34567306,11.551303,0.226397602
3.18E-05,0.761253463,0.063746691,3.29E-09,27984.2537,1.15E-07,6.20E-10,2.54E-18,9.79E-07,27.00831485,4.204926813,0.103972537
3.34E-05,0.595183192,0.076445022,3.36E-09,25614.71522,3.60E-08,2.40E-09,4.00E-18,5.97E-07,29.2610781,6.084201853,0.131044093
1.39E-05,0.70644282,0.040051896,2.42E-09,17347.20321,1.08E-07,2.34E-09,3.74E-18,4.79E-07,21.56175221,0.060434721,0.025026255
6.06E-05,0.627831618,0.067272218,2.98E-09,16101.19401,3.12E-07,2.83E-09,3.31E-18,7.32E-07,42.37602587,14.60064561,0.333209912
5.87E-05,0.688045412,0.078588381,3.41E-09,25372.22223,2.21E-07,2.54E-09,2.09E-18,5.06E-07,38.01170634,11.89688274,0.29358231
1.97E-05,0.714864626,0.059742259,7.46E-10,20388.35877,2.03E-07,6.03E-10,1.48E-18,7.77E-07,34.23684756,7.366825781,0.626609574
7.28E-05,0.556975148,0.049727924,3.51E-09,28372.43556,2.51E-07,2.73E-09,3.87E-18,6.77E-07,55.05429393,21.38412123,0.48096062
7.17E-05,0.833752586,0.0694833,3.79E-09,19733.61759,2.97E-08,7.07E-10,3.93E-18,9.67E-07,44.0746311,15.56817957,0.40122979
8.83E-05,0.841069847,0.04506449,2.10E-09,46501.22447,3.62E-07,8.40E-10,2.23E-18,3.69E-07,62.76415132,24.62264674,0.600735436
9.48E-05,0.788088165,0.070728904,4.79E-09,15880.64327,2.35E-07,1.15E-09,2.81E-18,4.41E-07,49.44978946,18.54811414,0.56698756
9.17E-05,0.608857475,0.024141208,1.55E-09,14414.30114,1.73E-07,2.43E-09,3.72E-18,3.38E-07,79.2103944,30.94759275,0.745420614
6.96E-05,0.841494812,0.049019107,3.33E-09,31359.76086,1.45E-07,2.45E-09,1.40E-18,4.48E-07,50.69976588,19.01921226,0.426235051
4.10E-05,0.722152227,0.011998243,1.48E-09,47087.0115,2.25E-08,1.37E-09,1.39E-18,7.27E-07,68.80339755,27.34142342,1.719694585
6.04E-05,0.702063173,0.014139979,4.18E-09,47482.58628,3.59E-07,1.71E-09,1.63E-18,4.53E-07,61.79162571,24.49415664,0.476680876
9.52E-05,0.756108897,0.073616798,4.82E-09,21213.19316,8.06E-09,7.25E-10,3.22E-18,6.79E-07,51.66643515,19.59557912,0.580882622
4.44E-05,0.509931827,0.063565607,4.12E-09,44795.56345,3.46E-07,1.91E-09,1.12E-18,9.40E-07,42.61325723,14.55989553,0.250142536
8.19E-05,0.668686532,0.03772855,3.79E-09,27596.08223,3.38E-07,2.53E-09,2.72E-18,7.22E-07,61.91198157,24.55928923,0.573426708
1.69E-05,0.514794858,0.07793959,1.07E-09,49144.6843,1.61E-08,1.93E-09,1.01E-18,6.51E-07,38.50329483,8.905891732,1.0409219
6.20E-05,0.74861104,0.058515229,8.79E-10,15455.49818,3.79E-07,1.52E-09,3.10E-18,7.35E-07,51.67807829,19.21083202,0.461369177
6.80E-05,0.877484518,0.026200251,4.25E-09,44262.69571,1.58E-07,6.76E-10,2.19E-18,6.15E-07,55.98511802,21.81542329,0.479448109
4.84E-05,0.521419533,0.031861997,2.42E-09,24398.69329,4.66E-08,2.92E-09,2.05E-18,4.69E-07,57.63482175,22.37511955,0.938454908
6.26E-05,0.63238589,0.042653844,3.67E-09,48286.95827,3.85E-07,1.24E-09,3.41E-18,7.91E-07,53.56322438,20.64003707,0.416907814
6.93E-05,0.725277684,0.011880981,4.38E-09,11885.86116,2.33E-07,3.79E-10,3.27E-18,8.97E-07,67.21522663,26.87449702,0.555958485
5.31E-05,0.606279197,0.061612372,4.35E-09,24937.78252,5.85E-08,6.91E-10,2.68E-18,8.90E-07,44.53176419,15.80459353,0.307940693
8.99E-05,0.775502806,0.059146233,1.55E-09,10326.42493,2.74E-07,1.69E-09,3.28E-18,3.26E-07,55.24140398,21.21869417,0.569874321
9.15E-05,0.77870103,0.030308013,4.17E-09,46805.80544,5.41E-08,2.43E-09,2.83E-18,3.23E-07,68.13976994,27.09712631,0.673291348
2.73E-05,0.508582933,0.068134441,3.92E-09,33076.29646,1.75E-07,1.98E-09,3.45E-18,5.35E-07,28.72150386,5.704785798,0.109779624
7.23E-05,0.711104958,0.057193577,2.00E-09,21428.6807,1.80E-07,2.21E-09,3.00E-18,4.41E-07,50.82707661,19.09103394,0.444320575
5.53E-05,0.630533302,0.069163193,2.48E-09,35993.9171,3.25E-07,4.36E-10,3.66E-18,5.36E-07,44.45189579,15.7309038,0.312339373
5.18E-05,0.756413055,0.040655942,4.51E-09,8862.282863,2.79E-07,1.38E-09,1.42E-18,3.55E-07,44.46149058,15.80860395,0.305625372
5.02E-05,0.848203797,0.065044265,3.15E-09,10046.07564,1.71E-08,2.30E-09,2.46E-18,6.21E-07,35.14283223,10.07969837,0.23757093
8.61E-05,0.656600277,0.048183258,1.92E-09,20972.78405,3.77E-07,1.53E-09,1.68E-18,6.75E-07,66.37040625,25.89087943,0.620669061
3.52E-05,0.772301867,0.026559556,9.68E-10,18567.31194,1.85E-07,1.73E-09,2.35E-18,6.34E-07,43.4983784,14.82112864,0.868653589
6.64E-05,0.565385506,0.02717273,2.90E-09,23784.52672,2.55E-07,1.15E-09,3.13E-18,6.43E-07,65.00845157,25.86671785,0.521291355
3.57E-05,0.659317003,0.044245199,4.36E-09,47622.69783,2.83E-08,3.46E-10,1.02E-18,8.93E-07,42.90106569,14.67789718,0.546784741
2.63E-05,0.574524351,0.010322093,2.53E-09,35333.09628,1.31E-07,2.39E-09,1.51E-18,2.51E-07,40.01194918,12.84992979,0.852029918
6.20E-05,0.766430786,0.026665811,4.57E-09,8303.484542,6.88E-08,1.55E-09,2.24E-18,8.24E-07,54.78535946,21.26844099,0.424658288
