dGrainHBS,FaceCovMax,SwellLink,rResolBulk,DatomFissGBx,StickProb,fNucleate,vResol,rResolGBB,C1,C2,C3,C4,C5,C6,Porosity,Fuel_Swelling
4.72E-05,0.574770288,0.073838338,8.01E-10,33663.67241,2.47E-08,1.61E-09,3.39E-18,5.52E-07,0.836741728,1.492166317,2.368164095,3.257626749,3.238268288,1.125655077,6.436279063,17.38683949
5.99E-05,0.883749321,0.025516297,8.86E-10,33888.94631,2.94E-07,9.05E-10,2.52E-18,8.97E-07,0.340659884,0.742703733,1.72992324,4.09151194,5.675456757,2.125246861,5.423205617,16.0684861
1.67E-05,0.880998857,0.029759336,1.84E-09,19261.69266,1.01E-07,1.75E-09,2.01E-18,9.13E-07,1.079709573,2.772283055,8.621414601,11.35518446,1.008715729,1.48E-05,3.070709761,12.89163409
7.20E-05,0.70341047,0.054201573,2.64E-09,13729.44279,1.15E-07,2.62E-09,3.28E-18,5.15E-07,24.29103796,8.173001243,0.004090749,1.16E-09,2.01E-32,0,0.14639365,9.393184487
3.76E-05,0.716706994,0.028692222,3.66E-09,38678.11482,3.66E-07,2.40E-09,2.72E-18,8.82E-07,12.54394708,8.834936448,0.087198338,8.69E-06,4.11E-25,0,0.032219248,9.482737177
9.76E-05,0.715551893,0.027208274,7.87E-10,44978.61318,3.23E-07,2.64E-09,2.65E-18,7.15E-07,0.615325409,1.20943186,2.570674875,5.230493439,4.854273912,0.94010082,5.595790615,16.28104253
7.04E-05,0.581104423,0.032763459,3.86E-09,8342.505499,2.72E-08,6.52E-10,3.55E-18,3.43E-07,21.76184654,5.16406001,3.80E-06,4.73E-19,0,0,0.288502461,9.53662915
2.25E-05,0.576521229,0.011164254,7.73E-10,34367.23792,2.41E-07,1.63E-09,3.77E-18,3.18E-07,0.680240409,1.26971107,2.258464472,3.966078097,3.823204727,0.685459173,5.586632733,16.28826818
8.59E-05,0.611891125,0.029075573,3.88E-09,22874.95303,2.12E-07,1.79E-09,1.50E-18,3.76E-07,1.330588331,8.650992031,11.53341134,0.674914993,0.000139829,4.39E-24,1.324857714,10.73792127
5.87E-05,0.639052767,0.024557188,1.95E-09,47563.89431,1.42E-07,1.99E-09,1.38E-18,8.38E-07,0.516380741,1.035514719,2.231516128,4.795279083,4.474975427,0.654569172,4.832397629,15.25477091
6.46E-05,0.610927193,0.075269015,1.04E-09,43132.73645,3.37E-07,2.54E-09,3.23E-18,5.51E-07,0.718772813,1.515573791,3.574348316,7.212634231,3.100760966,0.068078512,3.764249089,13.81015977
2.97E-05,0.757789711,0.027647091,3.44E-09,45574.73867,1.35E-08,1.26E-09,2.77E-18,4.70E-07,0.756347753,3.632934077,14.57246585,2.070401416,1.14E-06,5.36E-28,1.436323347,10.8704808
1.21E-05,0.831210836,0.024788801,4.04E-09,22629.62001,1.94E-07,1.46E-09,2.55E-18,8.34E-07,13.12722656,9.94107439,0.08643101,1.97E-06,2.52E-26,0,0.007257811,9.456309487
2.75E-05,0.659201703,0.030092108,1.11E-09,10034.71701,1.23E-07,6.58E-10,2.19E-18,4.39E-07,0.769918802,1.441539178,2.738336309,5.083688554,4.389034405,0.687463755,5.376342207,16.00828281
4.52E-05,0.767611307,0.042774328,2.55E-09,43612.20838,1.54E-07,1.74E-09,3.58E-18,4.13E-07,1.128584495,11.78938593,8.182601207,0.047338916,3.17E-08,1.20E-30,0.640849571,10.14006198
1.98E-05,0.665825511,0.047371049,4.92E-09,17978.28534,3.04E-07,9.39E-10,1.72E-18,6.17E-07,4.328064044,12.74468811,2.353685771,0.005934699,1.20E-08,3.25E-31,0.175638814,9.787020856
1.28E-05,0.834749319,0.06741209,4.59E-09,25883.88365,3.37E-08,3.07E-10,3.08E-18,2.73E-07,0.4900943,6.325954688,9.003469804,0.044488858,2.31E-09,2.32E-32,0.669499383,10.06240345
8.58E-05,0.833367846,0.031053677,3.66E-09,11249.54788,2.82E-07,7.52E-10,3.97E-18,9.52E-07,10.64146866,0.018123449,8.20E-08,4.44E-20,0,0,0.268969736,9.515174948
4.79E-05,0.753407618,0.066656234,1.34E-09,12995.7105,1.93E-07,2.99E-09,1.07E-18,5.43E-07,1.400385565,2.853593121,6.189592389,8.299569682,3.449456656,0.242858446,4.586098618,14.94488571
3.78E-05,0.629211945,0.043565945,1.28E-09,48901.24479,7.78E-08,1.87E-09,3.74E-18,3.26E-07,0.630683514,1.371494638,3.512432885,8.820628125,2.678650981,7.59E-05,3.54351437,13.49389163
2.63E-05,0.616011394,0.039363105,1.71E-09,44243.65474,2.82E-07,1.70E-09,1.86E-18,8.29E-07,0.492378021,1.049572635,2.499010378,5.809445668,4.038231852,0.27449701,3.786069105,13.86690722
5.31E-05,0.856545639,0.038596814,1.30E-09,27439.23838,8.21E-08,9.44E-10,3.90E-18,3.66E-07,0.591868297,1.459028446,4.401220019,11.21113979,2.180495356,4.96E-05,3.260042815,13.11620626
8.55E-05,0.741159987,0.047079766,3.20E-09,36421.83182,9.08E-08,3.37E-10,2.73E-18,8.93E-07,0.253901939,0.669036049,3.821306898,7.631468907,0.603202951,2.33E-06,2.122393628,11.67784603
4.92E-05,0.652691707,0.025131489,4.94E-09,6004.758442,2.95E-07,2.07E-09,1.72E-18,5.25E-07,7.217588738,0.016122773,2.86E-06,1.15E-18,0,0,0.152668755,9.387610417
8.99E-05,0.637751536,0.041312579,2.88E-09,31829.23552,1.71E-07,1.52E-09,1.34E-18,8.88E-07,0.603916028,1.468885814,4.621437573,8.67241624,1.875364021,0.001919132,3.14405716,12.97278182
7.62E-05,0.61789794,0.065711779,1.97E-09,47743.87441,2.57E-07,1.53E-09,3.17E-18,7.82E-07,0.5936684,1.726520744,9.371697713,6.239065203,0.065685709,5.19E-08,1.971579548,11.50814247
7.20E-05,0.511630844,0.014453691,8.54E-10,38022.61258,3.41E-07,1.16E-09,1.55E-18,4.57E-07,0.437275868,0.78823186,1.294129395,1.901612092,2.313187522,1.379153707,7.578077227,19.32778723
2.40E-05,0.898638064,0.064417801,4.66E-09,10599.08131,3.70E-07,2.21E-09,1.74E-18,6.54E-07,18.6701287,0.856025523,0.001521536,4.39E-09,5.23E-31,0,0.000263859,9.269988863
4.27E-05,0.726052495,0.039474173,3.02E-09,43893.38241,2.74E-07,4.66E-10,3.01E-18,9.21E-07,0.284008332,0.951604579,7.076698198,4.276541005,0.038742528,6.07E-08,1.3137425,10.7550295
6.18E-05,0.599607346,0.014113153,4.03E-09,37578.86491,3.34E-07,1.75E-09,1.25E-18,6.70E-07,0.684028499,2.356950395,9.461159986,4.605731024,0.067545211,1.15E-06,1.849480196,11.34801502
4.80E-05,0.796792367,0.072391429,4.60E-09,29331.30898,3.49E-08,7.04E-10,1.98E-18,8.24E-07,0.627303095,3.487792943,12.22483418,2.303411593,3.64E-05,3.38E-25,1.307910331,10.77503609
2.46E-05,0.579127683,0.078266766,3.17E-09,13843.55003,2.87E-07,2.49E-09,3.18E-18,3.99E-07,15.31450432,0.139749396,9.20E-06,9.97E-17,0,0,7.24E-05,9.227066734
5.25E-05,0.52372682,0.055360723,4.35E-09,34814.9251,5.44E-08,1.58E-09,3.00E-18,4.82E-07,12.03370504,11.71055642,0.031081151,7.82E-06,1.47E-07,2.25E-29,0.120974684,9.424584589
3.27E-05,0.62468028,0.076920494,3.32E-09,31625.274,1.08E-07,8.94E-10,1.92E-18,5.99E-07,0.539765696,1.512089072,8.218892601,7.101544573,0.118878656,1.49E-07,1.915729273,11.45761446
4.90E-05,0.886637552,0.072654412,2.33E-09,45143.40411,2.09E-07,4.59E-10,2.44E-18,6.56E-07,0.21446967,0.510174027,1.401902831,5.330951259,4.316674437,0.085149409,2.91525639,12.70271531
6.93E-05,0.905351439,0.032103754,3.30E-09,25031.85959,3.55E-07,1.38E-09,2.11E-18,5.92E-07,1.196910392,10.25958401,8.261273901,0.217701555,1.75E-05,1.32E-25,0.802339595,10.21708068
2.60E-05,0.531242368,0.062839594,1.52E-09,24810.11973,2.02E-08,2.08E-09,2.58E-18,9.17E-07,1.295833816,2.302272402,3.673565381,5.149402886,2.718775982,0.105897966,4.319275712,14.50451417
6.56E-05,0.782591949,0.014856639,7.40E-10,12955.16998,3.42E-07,1.55E-09,2.44E-18,6.32E-07,0.95876195,1.983708963,4.546850535,7.816147319,4.607993597,0.422933829,5.148544426,15.67332833
8.21E-05,0.595761531,0.037460675,4.55E-09,25936.42286,3.03E-07,2.03E-09,3.67E-18,9.05E-07,1.095729147,7.92E-07,9.42E-13,1.26E-34,0,0,0.294480027,9.543195902
1.18E-05,0.831093913,0.030376093,4.37E-09,13309.29859,3.14E-07,2.88E-09,1.16E-18,4.95E-07,7.200791218,17.41454222,3.397976423,0.01714849,4.15E-08,1.00E-30,0.2545778,9.814166722
4.17E-05,0.540035983,0.02853927,4.53E-09,12496.54418,7.52E-08,2.37E-09,2.84E-18,2.97E-07,6.198309012,0.000191249,3.18E-06,4.80E-26,0,0,0.134611881,9.367831529
7.50E-05,0.850806964,0.018381055,4.24E-09,19546.93776,3.94E-07,1.24E-09,3.86E-18,6.77E-07,3.440139848,3.31E-05,1.13E-10,1.52E-31,0,0,0.264114524,9.509843546
1.22E-05,0.56121421,0.020038646,1.58E-09,14344.45243,2.88E-07,2.30E-09,1.11E-18,5.94E-07,1.204258627,2.192585674,4.00649465,5.492612531,2.678857989,0.250476524,4.610155017,15.02824048
1.31E-05,0.847985785,0.04676825,1.79E-09,26300.14843,3.59E-07,2.56E-09,2.96E-18,4.45E-07,1.493381079,7.778750827,14.02309597,1.460356242,0.000254725,3.43E-15,1.291820805,10.81117911
9.98E-05,0.713898113,0.064444691,2.60E-09,11844.12163,2.33E-07,1.29E-09,3.42E-18,3.26E-07,15.64531196,12.03835467,0.129169352,1.41E-06,8.92E-27,0,0.188190818,9.545916844
2.02E-05,0.570313294,0.05668873,3.13E-09,43372.4392,2.69E-07,8.60E-10,1.23E-18,6.29E-07,0.298903436,0.665386441,1.694417848,4.857414628,3.87916516,0.260353009,3.170675023,13.05557608
3.36E-05,0.846641846,0.016726479,1.02E-09,21100.82631,1.41E-07,2.77E-09,1.98E-18,9.19E-07,1.083561389,2.345767003,5.590735224,9.328838322,4.691625897,0.236209193,4.838921421,15.25247917
4.32E-05,0.89012551,0.068206405,1.20E-09,17726.55692,2.91E-07,2.12E-09,2.12E-18,9.74E-07,1.086467963,2.651757588,6.912048025,10.92292738,2.733736871,0.008706134,3.592522625,13.582778
1.38E-05,0.755147998,0.053985008,3.80E-09,29182.73727,3.77E-08,2.91E-09,1.92E-18,9.68E-07,2.404275128,17.57780515,9.204315924,0.009457336,7.38E-10,5.21E-34,0.679449247,10.17040581
9.27E-05,0.627679635,0.054096633,4.87E-09,23809.92848,3.44E-07,2.78E-09,2.80E-18,3.80E-07,2.104807858,4.91E-05,4.64E-10,1.22E-30,0,0,0.215151584,9.456107916
5.56E-05,0.549567338,0.055495585,1.01E-09,33691.64769,3.47E-07,9.03E-10,2.33E-18,3.36E-07,0.414923349,0.774863702,1.372535919,2.41980315,3.153315569,1.388694935,5.519956192,16.25176513
1.19E-05,0.610409207,0.054493377,4.98E-09,24079.84291,1.54E-08,2.89E-09,2.38E-18,8.03E-07,24.87392687,5.831428778,3.78E-06,4.04E-19,0,0,0.000414861,9.225394335
4.81E-05,0.791515605,0.013161389,2.45E-09,20746.97531,2.56E-07,2.10E-09,3.94E-18,4.17E-07,17.78754658,8.828361902,0.026574662,8.07E-08,7.17E-29,0,0.116644434,9.438363926
9.86E-05,0.754600037,0.05767257,4.44E-09,43541.25683,3.58E-08,1.40E-09,1.82E-18,9.44E-07,0.750618156,3.784994073,13.05015171,2.610227355,7.20E-05,1.09E-24,1.631780371,11.09883398
2.46E-05,0.512670829,0.01467568,2.44E-09,18543.71017,4.64E-08,2.51E-09,2.31E-18,3.24E-07,2.010506371,8.545025251,12.73218601,2.406715058,1.10E-06,4.42E-09,1.807287062,11.38337612
1.74E-05,0.810561047,0.069572819,2.50E-09,37089.60745,1.21E-07,1.78E-09,2.20E-18,9.95E-07,0.785104947,2.213106529,10.44661707,7.246098264,0.069681674,2.95E-08,2.084354363,11.65732201
1.33E-05,0.761309264,0.041237308,2.64E-09,34193.36369,1.70E-07,2.65E-09,3.29E-18,5.03E-07,6.314781818,16.83198691,2.537471041,0.000238466,2.29E-14,0,0.187733156,9.714603053
8.87E-05,0.550137944,0.039902456,1.92E-09,27340.33672,3.02E-07,7.54E-10,1.24E-18,6.95E-07,0.374025805,0.714655609,1.380027897,2.796941637,3.479987401,1.148795105,5.015448743,15.52704256
5.79E-05,0.566798205,0.020082678,3.71E-09,49469.7278,3.19E-07,2.45E-09,1.38E-18,4.52E-07,0.73597043,2.645029205,10.10028546,4.376229701,0.048314434,3.15E-07,1.817632203,11.31315913
9.63E-05,0.776118077,0.041373291,4.10E-09,23396.11444,3.48E-07,2.57E-09,2.07E-18,5.49E-07,15.96167804,7.541675147,0.05737754,5.79E-06,1.82E-25,0,0.273305662,9.628835214
8.97E-05,0.636283464,0.030872988,1.34E-09,29276.88625,9.46E-09,5.57E-10,2.49E-18,6.75E-07,0.434715735,0.815497475,1.425582162,2.435177811,3.614192648,1.941210017,7.090712879,18.2076221
1.60E-05,0.599788994,0.03054782,2.97E-09,42501.12579,1.51E-07,1.77E-09,3.36E-18,6.75E-07,3.029442852,14.31723237,4.076048914,0.001439533,1.25E-10,6.17E-35,0.300876132,9.837532719
4.35E-05,0.596798625,0.078672841,2.57E-09,21581.26846,9.83E-08,1.78E-09,3.48E-18,4.53E-07,6.433655037,18.42562714,2.763304235,4.81E-05,9.44E-18,0,0.207556393,9.672621227
5.28E-05,0.556881268,0.021707968,3.54E-09,37478.29602,2.16E-07,2.18E-09,1.85E-18,3.58E-07,1.117100518,7.98813633,11.17249516,0.610958114,7.54E-05,1.53E-24,1.170944586,10.56417872
4.99E-05,0.848648855,0.045777155,4.00E-09,25691.07921,1.35E-07,1.69E-09,3.89E-18,7.41E-07,12.17314764,0.017045842,4.65E-09,7.51E-30,0,0,0.028013421,9.25121367
9.92E-05,0.526053493,0.034643201,2.83E-09,49288.8182,3.97E-07,3.78E-10,3.85E-18,4.37E-07,0.24151003,1.346461763,7.328523214,2.500559037,0.005742069,1.28E-07,1.402524141,10.80828036
3.94E-05,0.759089108,0.074423921,3.12E-09,15996.82189,2.87E-07,6.33E-10,3.38E-18,4.09E-07,5.363606347,13.15815601,1.396149185,0.00022129,4.25E-14,0,0.104490246,9.664047401
4.70E-05,0.710753529,0.072958456,3.78E-09,27121.6793,9.45E-08,1.55E-09,2.77E-18,9.81E-07,7.602495572,15.73640543,0.823623289,6.42E-06,1.11E-25,0,0.0637516,9.545538618
8.36E-05,0.688925855,0.026154163,2.01E-09,48982.57354,3.71E-07,5.69E-10,2.36E-18,5.12E-07,0.215499909,0.504926925,1.345580381,4.484366472,4.745184562,0.2669726,3.429136177,13.33316005
1.23E-05,0.735079596,0.02021391,4.40E-09,21003.1524,9.36E-08,7.92E-10,1.35E-18,6.36E-07,0.660787627,2.045875668,10.10790681,5.718047716,0.049721181,3.41E-08,1.780179386,11.30375277
3.46E-05,0.562714244,0.079690686,3.97E-09,25541.36396,6.58E-09,2.16E-09,1.45E-18,9.61E-07,1.321072385,3.142632398,11.36824584,6.366184722,0.097134469,8.46E-08,2.458236396,12.10402782
8.53E-05,0.888497008,0.024144943,3.11E-09,14513.30093,3.75E-07,7.63E-10,1.01E-18,9.70E-07,0.56785824,1.409437782,4.11771166,8.102045163,2.309996122,0.014937393,2.974871318,12.75886664
8.25E-05,0.78919762,0.046560939,3.35E-09,49970.88075,4.85E-09,2.85E-09,3.15E-18,5.71E-07,1.837842988,19.29840655,6.67955247,1.04E-05,1.02E-25,0,0.691868421,9.997301541
1.78E-05,0.836448017,0.069855352,3.55E-09,17225.11953,1.70E-07,2.20E-09,2.26E-18,8.76E-07,14.45341447,13.74014511,0.270670885,9.91E-06,2.58E-25,0,0.020966223,9.490866138
4.54E-05,0.858469919,0.0671703,3.22E-09,22014.4913,2.47E-07,1.84E-09,1.66E-18,7.12E-07,1.296454759,7.004141484,12.83560195,1.422202887,0.000719088,4.79E-13,1.199115447,10.70545292
2.32E-05,0.837002315,0.047222271,2.63E-09,17110.58805,3.95E-07,2.83E-09,1.28E-18,3.38E-07,1.628080205,5.309109889,13.66983967,4.43840261,0.032893556,1.29E-07,1.809907028,11.33327013
5.68E-05,0.768654928,0.010447674,4.24E-09,30581.86226,6.93E-08,1.40E-09,2.36E-18,9.33E-07,3.286133367,15.20144051,4.102497811,0.00058689,1.08E-13,8.60E-44,0.503399948,9.875516686
6.30E-05,0.677647947,0.057212611,2.02E-09,29662.81005,2.81E-07,5.18E-10,1.72E-18,3.70E-07,0.264702743,0.586594052,1.460967083,3.965933469,5.161186065,0.77893867,3.979811204,14.1032332
9.34E-05,0.559668534,0.028261001,1.43E-09,25429.73667,3.60E-07,2.13E-09,1.80E-18,4.29E-07,0.838472039,1.645596437,3.437621455,5.80572143,2.868468789,0.180015654,4.427224893,14.69832384
2.27E-05,0.750830905,0.019297608,4.39E-09,23605.34973,8.65E-08,2.54E-09,2.28E-18,5.03E-07,19.546557,7.831125082,0.008275085,6.61E-09,8.45E-31,0,0.00118648,9.306160582
4.70E-05,0.793248184,0.059272468,4.43E-09,7564.183836,2.15E-07,6.25E-10,1.48E-18,7.03E-07,2.438621694,13.53962115,6.594592993,0.07997597,1.09E-06,6.86E-28,0.502018381,10.09034562
3.19E-05,0.854400315,0.023990564,1.69E-09,29950.35564,3.08E-07,2.36E-09,2.41E-18,9.53E-07,0.978230387,2.673918406,9.799337959,8.5766511,0.27031396,2.83E-06,2.357610322,11.99623879
5.42E-05,0.73625257,0.02841084,4.86E-09,40819.12394,3.42E-07,1.01E-09,2.74E-18,2.65E-07,8.967633409,7.316535689,0.042607542,3.11E-06,1.09E-17,0,0.138026929,9.553440973
9.19E-05,0.850295591,0.012609111,3.81E-09,27795.46107,1.53E-07,1.08E-09,3.06E-18,8.32E-07,7.111994961,13.21585454,0.462655523,7.23E-06,2.90E-19,0,0.411898986,9.802325362
8.31E-05,0.766522883,0.065512341,1.96E-09,12035.73494,3.11E-07,3.00E-09,1.20E-18,4.74E-07,1.79793827,4.749030259,11.82689206,8.652168131,0.468418618,6.72E-05,2.851629653,12.61886695
2.03E-05,0.720316208,0.034833836,4.34E-09,8292.934808,3.74E-08,2.36E-09,2.20E-18,8.21E-07,26.50294644,0.528977584,6.71E-07,9.12E-27,0,0,0.000145251,9.221235195
5.47E-05,0.7467519,0.074120814,3.29E-09,49102.72019,8.05E-08,1.37E-09,2.70E-18,9.57E-07,0.718122421,5.071556056,12.02354581,1.291860414,1.13E-05,4.59E-26,1.133892495,10.59902352
8.07E-05,0.626681257,0.022803465,4.71E-09,34906.68674,2.43E-07,1.54E-09,1.49E-18,8.87E-07,0.918299067,7.627073773,9.355479666,0.44252969,0.00012836,2.89E-15,1.129189889,10.50647153
6.57E-05,0.739982367,0.07333499,9.84E-10,38107.95705,2.44E-07,1.03E-09,2.17E-18,7.93E-07,0.350675214,0.699027838,1.482866876,3.377257673,4.747281508,1.959114653,5.65917366,16.42932873
9.82E-05,0.510326933,0.043868151,6.19E-10,32599.18243,3.76E-07,1.94E-09,3.52E-18,5.05E-07,0.796174756,1.416090079,2.243086496,3.070102887,2.790656018,0.861973107,6.151285803,17.12893703
6.25E-05,0.552558887,0.053609836,1.21E-09,24604.41795,8.71E-08,1.87E-09,1.25E-18,2.88E-07,0.88283281,1.53990185,2.366012574,3.155800847,2.904197605,1.038980242,6.721154103,17.97342433
5.92E-05,0.748387743,0.06198625,2.82E-09,28927.28752,3.29E-07,4.02E-10,1.26E-18,8.63E-07,0.216156398,0.492229593,1.244264947,3.495009762,4.891561963,0.811720374,3.558575318,13.55132292
6.11E-05,0.822066502,0.049306589,3.01E-09,18798.06791,3.78E-07,3.61E-10,3.27E-18,7.99E-07,0.56055238,6.380329269,8.013489515,0.245264665,1.62E-05,1.65E-25,0.713653513,10.16152101
4.50E-05,0.710618259,0.042535723,4.45E-09,40519.46215,3.49E-07,1.67E-09,2.90E-18,8.62E-07,13.56904448,3.619658471,0.001879515,1.77E-08,2.47E-29,0,0.047380971,9.378664228
6.62E-05,0.577001076,0.033396365,3.27E-09,12220.27002,4.36E-08,1.86E-09,3.98E-18,9.92E-07,18.38930142,0.012251275,4.96E-10,9.82E-32,0,0,0.260095588,9.505431201
3.53E-05,0.825007157,0.062896211,3.63E-09,11597.56493,1.40E-08,5.88E-10,2.06E-18,3.82E-07,1.083473581,4.379934428,16.52255301,2.723779027,6.84E-06,1.17E-26,1.698000931,11.18491672
6.64E-05,0.719649469,0.037491342,1.08E-09,29805.56249,3.68E-07,6.14E-10,2.53E-18,3.15E-07,0.292635195,0.611199846,1.399402883,3.437009349,5.01516494,1.62993659,4.974673299,15.44841381
2.04E-05,0.533223579,0.064540412,1.39E-09,41021.63057,2.81E-07,1.83E-09,3.18E-18,8.02E-07,0.658920888,1.440620141,4.0282949,6.893795987,1.956993888,0.001195477,2.97182823,12.78494056
2.10E-05,0.620884296,0.046043728,4.05E-09,24009.15413,5.39E-08,2.46E-09,1.36E-18,3.09E-07,1.630414299,8.113199393,15.65948828,1.662092532,4.74E-05,4.37E-25,1.44771432,10.97574056
9.29E-05,0.660964802,0.043034389,2.98E-09,31041.27985,2.55E-07,3.99E-10,3.86E-18,2.80E-07,0.4326629,4.951209874,8.519099826,0.32559662,5.91E-06,2.65E-26,0.990728262,10.34146115
8.47E-05,0.647594934,0.031592831,4.86E-09,13249.62833,3.46E-07,2.86E-09,1.27E-18,7.41E-07,16.21526026,10.91248563,0.267425077,0.000190925,4.17E-14,0,0.345110272,9.726487383
9.51E-05,0.682669491,0.030971452,2.82E-09,11156.86763,1.97E-07,7.40E-10,1.27E-18,3.19E-07,0.753599529,1.931551678,6.269178201,9.192164304,1.272851316,0.00063722,3.054511508,12.84660024
9.33E-05,0.745457401,0.034523432,1.41E-09,8158.789725,3.52E-07,1.81E-09,2.31E-18,3.31E-07,2.103939327,6.403110834,16.23914665,5.359106944,0.023518369,7.12E-09,2.482523295,12.12657523
3.88E-05,0.807501368,0.019785708,2.86E-09,44374.77753,2.97E-07,1.13E-09,3.25E-18,4.32E-07,0.707177116,7.696487451,8.412022345,0.204217856,4.78E-06,1.55E-26,0.654881562,10.19304819
5.14E-05,0.757356101,0.017033115,9.58E-10,22990.9709,2.10E-07,2.93E-09,1.18E-18,9.45E-07,0.899408207,1.698786417,3.472283225,6.026950294,4.53687403,0.989777906,5.913941969,16.79617371
4.93E-05,0.712660626,0.079552556,1.82E-09,28338.3722,7.34E-08,1.73E-09,3.89E-18,5.29E-07,1.241657799,6.458192054,15.86188207,1.7313226,4.29E-06,5.25E-27,1.477469941,10.97072315
3.08E-05,0.743391147,0.065605651,1.42E-09,9844.424278,1.86E-08,7.01E-10,2.14E-18,8.90E-07,0.916086233,1.742661825,3.583880134,7.041558807,5.093145483,0.269270198,5.163186942,15.60846688
9.74E-05,0.662826524,0.018632583,2.11E-09,46584.13131,1.90E-08,2.45E-09,3.23E-18,4.07E-07,1.042838684,3.006699404,15.53854171,5.441931441,0.000120793,2.03E-24,2.55187095,12.1790617
6.09E-05,0.766818081,0.07018842,1.50E-09,46237.26029,1.55E-07,1.24E-09,2.69E-18,8.41E-07,0.417092976,0.978530369,2.584221722,7.109091356,5.266911293,0.111329788,3.801767423,13.84355633
1.45E-05,0.69756563,0.066522718,4.30E-09,26281.83738,5.10E-08,6.70E-10,2.80E-18,4.31E-07,1.475547546,12.98517542,5.154621603,0.0005544,2.17E-11,3.77E-36,0.380067825,9.842033302
5.03E-05,0.815750673,0.043393526,4.14E-09,37534.51965,2.49E-07,3.67E-10,2.84E-18,7.73E-07,0.335198772,3.769347259,7.905076583,0.497138122,4.94E-05,1.02E-15,0.698241484,10.14916683
3.35E-05,0.656255342,0.062474748,6.11E-10,13581.53056,2.07E-07,2.92E-09,1.76E-18,5.78E-07,1.503692714,2.521489406,3.975271802,5.374126956,3.456300846,0.685429047,6.091319286,17.06697941
7.18E-05,0.74666867,0.015266641,3.12E-09,45803.60369,9.63E-08,1.97E-09,3.13E-18,7.33E-07,2.03293273,14.49049266,5.725779648,0.002975832,2.85E-10,2.30E-34,0.730025526,10.06042935
6.37E-05,0.572224411,0.022500564,1.50E-09,17692.03986,2.95E-07,1.10E-09,3.75E-18,8.84E-07,0.999463013,3.813503232,13.08131576,4.059189671,0.00396714,2.73E-10,2.026121287,11.56652597
8.63E-05,0.614505363,0.036070049,4.90E-09,14536.4168,3.44E-07,2.29E-09,1.44E-18,8.77E-07,15.82109482,9.230423987,0.150678004,6.51E-05,1.23E-15,0,0.326050189,9.701130064
7.80E-05,0.802227798,0.050589149,4.21E-09,34049.39099,3.14E-07,1.49E-09,2.58E-18,6.93E-07,9.807231221,9.597950439,0.132865914,1.72E-05,2.53E-16,0,0.168561275,9.602700887
1.25E-05,0.603144667,0.059232232,1.21E-09,47933.08529,2.30E-07,1.56E-09,1.53E-18,9.64E-07,0.434822396,0.807521319,1.441449549,2.658616133,3.459665041,1.565411563,5.730089975,16.57243653
4.02E-05,0.530425016,0.027376519,2.79E-09,6062.8653,3.65E-07,2.10E-09,1.73E-18,9.90E-07,11.80387584,20.13366052,1.921559945,0.002767501,5.96E-09,3.59E-32,0.271700406,9.72233784
6.55E-05,0.783468717,0.077607632,1.10E-09,24298.39547,3.75E-07,1.57E-09,1.21E-18,3.78E-07,0.534471714,1.090960905,2.472995409,5.107361204,4.934935094,1.377494273,5.19060303,15.8127777
4.95E-05,0.82033039,0.054334211,2.52E-09,14836.2019,2.08E-07,2.66E-09,3.93E-18,6.83E-07,22.68447298,1.186755553,3.11E-05,6.26E-16,0,0,0.022253969,9.24918022
3.98E-05,0.675566936,0.059489645,9.13E-10,39822.11174,7.49E-08,8.31E-10,1.51E-18,7.28E-07,0.345963615,0.63767477,1.094165192,1.848954354,2.879825394,2.21114873,7.654473697,19.30986988
1.76E-05,0.869942542,0.023178506,1.71E-09,29103.67418,5.35E-08,7.08E-10,2.11E-18,5.63E-07,0.390894536,0.881287397,2.166503875,5.4799997,6.812385483,0.770959478,4.672544148,14.99667358
2.11E-05,0.83791194,0.040012797,2.37E-09,27486.78794,3.31E-07,2.02E-09,2.31E-18,5.60E-07,1.162089185,5.98580932,12.83911186,2.041925014,0.001429369,2.51E-12,1.308345855,10.81820143
2.29E-05,0.58687826,0.049654108,2.36E-09,22126.55795,7.27E-09,1.98E-09,2.61E-18,5.87E-07,1.467255186,4.011023449,15.94841569,4.395453167,1.39E-05,1.34E-09,2.227229218,11.81572907
2.39E-05,0.857333799,0.04406081,6.36E-10,31917.30697,3.04E-07,2.98E-09,3.24E-18,9.94E-07,0.83999058,1.827666018,4.401604434,8.259239065,5.448411669,0.461806804,4.919927139,15.36697735
8.62E-05,0.633901957,0.019574973,2.47E-09,15650.79459,2.22E-08,2.55E-09,2.09E-18,6.96E-07,2.270460146,8.902674211,18.35446239,2.233390554,1.74E-06,7.42E-28,2.325661928,11.92200769
6.49E-05,0.888763712,0.049596299,2.93E-09,47451.26471,3.50E-07,1.56E-09,3.40E-18,6.41E-07,2.63814376,12.22728099,3.531451524,0.006023066,5.75E-09,1.03E-31,0.342786143,9.849650008
2.05E-05,0.803122694,0.039138726,2.49E-09,24773.5984,3.43E-07,1.22E-09,3.75E-18,8.26E-07,4.363351047,14.04533501,2.801859724,0.001634846,2.52E-10,2.30E-34,0.207618827,9.779391771
7.40E-05,0.58200666,0.017734026,3.95E-09,6895.177417,2.24E-07,2.73E-09,2.73E-18,6.00E-07,0.059887888,2.83E-06,8.84E-13,7.18E-36,0,0,0.378002465,9.635038685
